ISIN,NAME,x1999,x2000,x2001,x2002,x2003,x2004,x2005,x2006,x2007,x2008,x2009,x2010,x2011,x2012,x2013,x2014,x2015,x2016,x2017,x2018,x2019,x2020,x2021,x2022
AU000000COH5,COCHLEAR,502.45,776.87,900.78,859.36,645.29,819.3,1420.53,1970.63,2883.37,1738.78,2878.89,3924.68,3124.26,4188.22,2797.53,3513.02,3937.37,5121.68,7862.57,7285.35,9569.76,8954.89,9717.04,8652.95
AU000000CPU5,COMPUTERSHARE,3598.33,3523.28,1989.58,772.73,1890.77,3428.87,3906.04,5590.42,7021.99,4505.63,8740.81,9608.85,7379.01,8679.44,9731.83,9451.6,8493.94,9357.35,13525.94,13090.9,13089.78,12939.61,17364.7,21659.84
AU000000CQR9,CHARTER HALL RETAIL REIT,120.79,105.97,114.73,143.2,213.26,294.51,285.52,356.07,334.7,42.41,210.65,266.11,312.72,402.05,354.35,399.35,383.51,412.61,468.75,486.53,493.59,501.44,581.13,517.66
AU000000CSL8,CSL,649.7,992.02,1211.88,565.45,639.33,1106.8,1523.81,2546.49,4781.39,3560.12,4508.71,5872.44,5310.35,9252.53,10367.84,12126.76,13316.08,12843.28,19785.96,23605.42,35518.9,40434.92,39509.15,36906.71
AU000000CSR5,CSR,301.87,343.32,477.0,506.6,806.39,1259.67,1740.02,2096.65,2018.07,1013.86,1466.79,1617.15,908.29,990.1,1192.64,1650.88,1145.23,1951.59,2302.73,1303.91,2258.17,2932.95,3209.65,2552.64
AU000000DOW2,DOWNER EDI,157.93,164.88,224.86,184.16,460.14,603.79,882.41,951.12,842.25,495.65,1637.65,967.2,720.75,923.76,983.98,916.56,659.05,1175.07,1608.25,1481.01,1869.37,1437.94,1552.34,944.53
AU000000DXS1,DEXUS STAPLED UNITS,199.94,181.18,173.56,200.84,291.14,370.97,389.62,573.73,764.13,271.98,431.0,494.07,548.0,718.47,648.65,725.1,732.38,984.46,1129.73,1164.86,1337.37,1245.2,1462.3,1008.11
AU000000ELD6,ELDERS,1446.08,1080.88,1083.02,892.55,1432.18,2264.65,1984.32,2261.91,2863.68,731.36,256.8,109.76,48.79,21.85,18.83,42.29,72.85,64.04,142.49,112.49,106.96,182.47,219.72,176.42
AU000000ERA9,ENERGY RES.OF AUS.,17.23,18.62,12.44,12.74,35.65,73.93,104.97,240.98,253.74,198.83,326.88,177.86,29.84,31.33,26.78,25.28,6.22,7.48,16.91,4.1,3.79,8.33,8.09,4.82
AU000000FLT9,FLIGHT CENTRE TRAVEL GP.,790.65,1165.58,1115.91,1207.04,1659.31,1561.65,812.63,1519.53,3348.17,668.33,2079.63,3295.38,2236.21,3980.76,6237.73,4040.45,4575.38,3719.18,5885.08,5291.89,5802.66,2545.49,2666.15,2045.08
AU000000GMG2,GOODMAN GROUP,15.47,21.83,55.98,69.86,207.11,313.72,358.44,641.99,482.0,68.72,139.85,169.73,156.96,254.0,248.85,285.59,289.92,339.61,447.11,523.21,671.57,1062.81,1424.01,883.46
AU000000GPT8,GPT GROUP STAPLED UNITS,1902.56,1935.12,1944.35,2410.03,3482.99,4833.03,5156.61,7938.99,6722.8,1649.95,1939.93,2303.19,2537.64,3255.8,2733.73,3375.7,3457.63,3789.92,4360.39,4308.38,4709.69,4384.29,5232.97,3982.08
AU000000GUD2,GUD HOLDINGS,1047.99,1035.55,1316.51,2975.52,7529.69,11030.74,8887.45,12104.15,16171.1,8498.68,18039.9,24315.41,18515.49,24913.14,15595.09,19155.45,20950.53,27001.86,35292.52,30458.02,31580.92,38339.08,37547.57,24478.89
AU000000GWA4,GWA GROUP,166.33,121.71,158.41,192.31,310.62,376.65,368.05,525.3,578.94,400.85,614.35,711.81,532.89,631.55,751.9,687.84,416.42,657.55,723.94,671.77,849.9,1015.56,788.72,585.77
AU000000HIL8,HILLS DEAD - DELIST.29/08/23,6609.37,6708.23,7281.81,9445.78,15144.86,18921.61,21800.75,28442.15,31683.95,15615.36,14639.66,15881.03,10387.18,9300.1,16080.22,10401.95,2867.29,3860.84,1858.49,1346.41,2607.34,1565.25,1053.4,440.18
AU000000HVN7,HARVEY NORMAN HOLDINGS,3367.28,3898.3,3773.74,2738.04,4233.98,4775.24,4245.05,6064.09,12317.45,3987.33,8470.69,6999.72,4583.83,5038.74,7446.92,7944.21,9215.21,12002.6,11201.11,8444.57,12021.33,16068.51,17005.31,14359.92
AU000000ILU1,ILUKA RESOURCES,184.02,168.04,175.29,208.9,290.05,440.07,529.66,497.96,399.34,367.19,365.45,1063.43,1820.39,1142.57,974.83,622.5,584.62,715.51,1102.57,765.64,965.35,1432.24,2120.21,1958.23
AU000000JHX1,JAMES HARDIE INDUSTRIES CDI,1178.38,975.74,1650.81,2318.0,3330.82,3432.9,4362.63,5070.49,3890.21,2339.93,5558.92,5053.83,5088.14,7123.64,8903.15,8537.65,10339.9,13295.92,15174.34,9360.46,17652.56,26740.42,36608.52,16823.14
AU000000LLC3,LENDLEASE GROUP STAPLED UNITS,5112.48,3512.34,2597.56,2163.72,3065.76,4359.55,4639.85,6604.63,7160.58,2565.41,5091.54,5285.3,4568.07,6262.41,6760.74,9462.97,7650.45,8151.58,10243.24,6824.56,10680.37,9062.71,7110.35,4951.89
AU000000MAH3,MACMAHON HOLDINGS,48.2,22.66,23.62,35.21,89.0,136.9,185.16,292.11,624.31,117.83,279.66,281.67,306.78,157.15,94.61,42.97,46.17,52.81,131.2,110.39,147.25,153.6,104.23,78.82
AU000000MGR9,MIRVAC GROUP STAPLED UNITS,65.93,68.14,72.24,90.64,135.21,170.72,143.58,224.76,284.52,56.42,117.57,110.19,113.44,154.0,158.23,161.39,167.64,188.44,235.05,211.62,312.03,297.19,318.84,227.85
AU000000MGX7,MOUNT GIBSON IRON,1.46,1.24,0.16,0.1,0.27,0.42,0.84,1.16,4.09,0.51,2.46,3.6,1.95,1.54,1.72,0.41,0.27,0.51,0.75,0.85,1.61,1.77,0.8,0.85
AU000000MND5,MONADELPHOUS GROUP,328.93,219.06,157.86,300.99,684.7,1288.99,3013.28,6627.96,11139.3,4582.21,13511.67,20775.11,23934.58,30976.57,21835.44,11038.61,7799.91,14521.63,25263.94,18754.64,23426.91,21536.83,15094.42,20303.22
AU000000MQG1,MACQUARIE GROUP,293.14,282.32,347.92,249.62,520.01,731.0,1029.12,1319.17,1470.76,477.71,1113.44,1011.22,692.2,1104.12,1555.28,1578.63,2082.61,2300.49,2989.54,3069.5,4066.77,4672.69,6715.87,5258.77
AU000000MTS0,METCASH,31.87,18.61,68.0,101.76,187.77,252.5,364.34,418.76,453.03,382.41,533.45,595.07,625.9,566.51,500.92,287.34,222.41,312.49,479.73,358.18,393.27,594.63,782.86,681.4
AU000000NAB4,NATIONAL AUS.BANK,4618.88,5082.58,5400.52,6169.17,8178.06,8672.88,9629.62,13505.61,14682.17,6929.75,12629.3,13211.02,13911.95,16232.65,20675.5,19338.55,16635.89,18787.98,20856.41,16431.06,18054.82,19244.56,23964.66,24404.76
AU000000NCM7,NEWCREST MINING,59.34,42.52,37.56,72.45,175.43,246.86,322.6,376.74,572.56,466.65,629.85,826.61,609.91,468.59,144.67,185.05,195.95,305.02,373.99,324.69,454.23,429.86,396.44,321.64
AU000000ORG5,ORIGIN ENERGY (EX BORAL),1371.34,1407.53,1879.15,2775.29,4848.55,7463.81,7997.23,9690.85,11802.07,17386.46,24037.64,28002.23,23854.29,21915.62,23768.33,18685.12,8112.11,12171.97,18793.56,11618.46,15426.23,10034.73,10914.57,15577.67
AU000000ORI1,ORICA,2873.11,1811.83,2212.04,3636.14,6754.12,10636.27,10657.03,14071.94,21084.35,7822.9,19779.32,24767.07,25008.56,27160.65,23235.53,17674.4,13559.33,16253.48,18462.47,16273.56,21169.76,16481.47,14282.38,14857.83
AU000000OZL8,OZ MINERALS DEAD - DELIST.03/05/23,107.31,82.24,237.12,579.66,1628.77,1646.84,2708.49,5336.25,6678.24,886.29,2596.8,4344.22,2887.69,2084.84,906.65,969.11,1027.55,2055.99,2663.04,2378.3,2943.33,5954.41,8547.06,8002.94
AU000000PPT9,PERPETUAL,398.0,623.09,754.95,623.57,1140.65,1805.58,1893.25,2441.03,2409.93,1159.6,1581.39,1589.56,1122.23,2039.35,2504.17,2273.82,2131.91,2348.2,2647.0,1708.72,2313.72,2288.0,2327.92,1591.62
AU000000QAN2,QANTAS AIRWAYS,137.94,116.15,118.37,143.0,172.95,213.22,229.6,337.27,411.04,174.77,279.14,271.01,155.8,161.02,101.97,204.44,309.08,252.41,418.79,442.6,563.0,440.79,435.45,487.24
AU000000QBE9,QBE INSURANCE GROUP,2996.35,3684.62,2765.78,3366.28,6089.0,9504.84,11750.58,19192.07,25491.98,16472.97,22368.77,19333.03,14920.23,13491.39,12659.97,11578.91,11913.46,12254.26,11917.57,10457.36,13889.37,10658.8,13548.05,15289.07
AU000000RHC8,RAMSAY HEALTH CARE,31.88,50.79,125.83,109.82,202.39,323.8,419.77,551.03,606.72,471.71,659.15,1264.18,1406.65,2068.88,2882.04,3537.62,3800.24,3864.11,4362.85,3306.35,4241.54,4066.43,4457.61,3837.59
AU000000SBM8,ST BARBARA,140.06,167.59,209.18,126.01,105.56,117.45,556.68,927.92,1332.71,456.32,585.7,769.41,731.8,551.99,85.59,31.62,381.48,543.52,1112.19,1269.07,792.64,786.65,487.99,263.76
AU000000SDG6,SUNLAND GROUP,330.22,225.64,229.19,344.76,962.55,1751.78,1554.22,3901.13,5591.59,777.12,1217.51,1261.54,1110.32,1729.19,2074.13,2260.26,2147.57,2235.07,2793.8,2035.46,2635.01,4568.61,6149.95,5998.09
AU000000SGM7,SIMS,193.87,171.12,175.64,276.09,531.23,963.97,952.9,1254.96,1943.84,1044.18,1790.86,2011.32,1209.99,925.79,947.02,960.05,527.05,955.14,1299.92,769.97,856.62,1214.14,1387.29,1108.13
AU000000SGP0,STOCKLAND STAPLED UNITS,847.29,942.66,1027.65,1347.23,2079.5,2647.07,2868.61,4158.44,4952.34,2054.63,3082.43,3426.48,3259.45,3932.32,3697.42,4102.53,3843.73,4514.51,5043.5,3807.63,5323.16,5675.48,5713.68,4885.0
AU000000SHL7,SONIC HEALTHCARE,685.36,728.32,625.12,579.52,860.71,1607.15,1874.89,2082.76,2682.18,1921.54,2732.54,2469.97,2526.33,3170.09,3542.5,3752.66,3338.28,4122.26,4922.12,4429.38,5933.75,7492.13,10481.81,6464.18
AU000000STO6,SANTOS,4536.03,5905.18,5872.85,6589.41,10587.32,14201.29,19830.63,17762.71,29264.36,25129.04,34219.37,37566.54,35887.05,33789.44,39253.4,20755.98,9969.09,11409.94,16708.47,15162.43,23028.75,19896.17,19178.74,20756.07
AU000000SUN6,SUNCORP GROUP,676.77,796.45,995.61,908.02,1420.3,2177.02,2548.53,2914.47,2937.88,1263.61,1860.53,2189.76,2225.12,2913.7,3436.63,3636.68,2972.33,3479.58,4070.42,3531.69,3833.98,3264.93,3723.67,3910.42
AU000000SWM4,SEVEN WEST MEDIA,390.63,351.81,339.94,402.59,723.53,1072.74,973.48,1558.82,1941.47,728.23,1495.36,1429.47,807.94,527.42,693.36,389.29,230.53,262.38,233.62,195.48,117.11,128.56,236.75,135.24
AU000000TAH8,TABCORP HOLDINGS,395.3,374.63,326.88,410.93,617.39,1044.48,923.42,1137.81,1179.59,482.6,682.92,874.65,847.67,1043.27,1135.11,1241.78,1412.34,1512.83,2013.33,1457.89,1614.22,1582.17,1978.54,2245.91
AU000000TCL6,TRANSURBAN GROUP STAPLED UNITS,188.0,217.21,185.82,200.79,305.45,493.1,475.69,629.01,674.7,467.57,670.92,744.98,859.41,994.11,1012.54,1236.72,1405.58,1436.38,1963.61,1766.84,2356.74,2464.77,2428.84,2192.08
AU000000TLS2,TELSTRA GROUP,208.55,140.95,113.58,105.52,162.24,181.33,144.0,175.49,235.6,163.02,204.8,208.64,273.67,392.49,430.74,473.35,416.05,399.16,330.83,250.21,321.2,306.38,416.39,382.41
AU000000WBC1,WESTPAC BANKING,1407.49,1564.8,1794.14,1798.15,2930.25,3894.93,4453.59,5335.77,7167.35,3684.51,7558.21,7958.7,7685.03,10888.63,12322.66,12169.79,11652.39,11980.83,13189.72,10134.34,10490.39,9738.12,10409.09,11153.47
AU000000WES1,WESFARMERS,775.93,893.69,1629.19,1593.37,2435.35,3980.01,3692.9,4282.18,5511.36,2136.64,5478.88,6639.38,6397.16,8507.13,9137.75,8293.72,7731.28,8168.08,9763.19,9393.96,12747.99,17663.02,20175.59,15112.5
AU000000WOW2,WOOLWORTHS GROUP,162.09,229.67,290.41,332.84,476.27,653.6,708.27,1111.81,1807.18,1163.47,1637.6,1871.34,1827.66,2264.56,2339.36,2014.89,1505.58,1524.35,1927.4,1940.67,2456.68,3005.4,3185.55,2692.4
AU0000032187,A2B AUSTRALIA,58.03,61.86,60.17,70.42,100.64,144.62,228.21,346.16,453.25,224.44,290.15,340.08,278.19,292.94,246.21,271.84,166.24,228.37,168.73,178.17,126.8,118.66,123.91,92.11
AU0000033359,HEALIUS,251.9,229.62,186.51,133.48,295.19,495.22,687.4,872.55,901.27,364.48,589.79,449.6,381.47,517.82,568.58,516.49,239.22,434.11,429.26,254.95,324.41,489.76,665.06,376.18
AU0000088338,AMPOL,250.85,201.69,137.88,229.01,663.14,1649.09,2816.55,3679.95,3570.93,1125.08,1932.23,3467.86,2939.18,5008.14,4586.78,7267.35,7282.41,6065.63,7579.17,5307.03,7353.6,6964.48,7001.66,6465.44
AU0000224040,WOODSIDE ENERGY GROUP,346.25,393.76,336.64,352.03,583.39,847.59,1580.86,1688.04,2557.35,1515.8,2613.55,2754.89,2038.77,2358.71,2420.79,2281.25,1671.09,1906.18,2269.25,2037.09,2357.12,1817.18,1694.97,2724.72
BE0003470755,SOLVAY,4575.43,3175.22,3527.59,4137.91,5350.1,6973.87,7115.21,10141.73,9427.46,5096.71,7778.84,7914.06,6267.26,11248.02,12631.02,11071.48,9460.57,10694.7,12941.51,9482.35,11345.6,11984.75,12040.64,10734.1
BE0003565737,KBC GROUP,4018.78,3312.14,2632.66,2570.36,3900.59,6586.0,8137.45,10968.76,12914.06,2830.14,4136.38,3246.97,1223.66,3341.65,5647.49,5589.77,6384.68,6407.43,9070.64,7101.53,8578.71,7987.1,10083.62,8390.98
