ISIN,NAME,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
AU000000FLT9,Flight Centre Travel Group Limited,,,,,,,43650.00612712265,44177.2054713196,56462.94472184297,72437.17054991641,77217.24890612639,85487.43220399813,90596.3218400579,104999.72423908862,112789.34969504061,106676.14875736665,100448.63598414876,105300.84924986547,115189.37364112804,125349.64795582945,112845.01970087505,66152.7,16832.945
AU000000GMG2,Goodman Group,,,,,,,6028.003518652249,13516.943399305812,20967.04413952968,12210.350060066401,21600.263067768858,16846.781342402668,22311.435074866393,24868.63099664398,26834.041482597757,33130.364413051444,29343.946115049876,40211.12336752852,41949.87638178725,40184.064608093555,37438.05492727982,51714.404,86449.275
AU000000GPT8,The GPT Group,,,,,,,25945.411665161126,34285.38251898666,32713.899777798906,29174.30792557192,25041.508556037268,22988.158379526983,25347.92624210572,26382.631595440616,23619.2607835815,24107.02054630348,22340.746376982977,27189.942706377216,30811.128,30843.377,22715.329,15176.588,19039.906
AU000000GUD2,GUD Holdings Limited,,,,,,,114925.58737431897,114958.43086102215,134862.82910693547,126280.55411900116,113396.75573566616,245201.84233206924,180881.29453511114,182642.87690683795,198329.8841817146,158744.48138066547,154152.92663469366,155183.503586169,116736.82864296666,111744.3629367354,103821.83634752347,100431.159,151270.977
AU000000GWA4,GWA Group Limited,,,,,,,31986.206096054346,28330.72249593574,32076.509248536742,30822.817033090003,30869.420110660918,31174.928675662704,37266.10345484049,31223.476563979675,28733.77738551459,26160.673484948296,17390.338177421156,27465.896505529043,30019.960792252386,14912.520489736928,13618.738008240372,13466.628,15957.636
AU000000HIL8,Hills Limited,,,,,,,286106.15474659373,292178.0414872214,327709.63458684226,388389.30207790766,332491.59925722267,354672.8810925544,355683.7191569376,350248.8167423012,88759.22055171721,59385.77318921537,60596.05132472184,38934.98564742461,32065.654373888952,29433.672333553168,25126.816484180803,19595.887,18399.374
AU000000HVN7,Harvey Norman Holdings Limited,,,,,,,84211.44258339868,83933.45597064153,111632.30688241901,97598.59585654631,87479.87323771778,100226.37365052415,109500.57593159835,90689.79673685809,95613.37455422603,89347.93581548947,54681.459645511786,57046.726711549476,62754.62876343599,68195.83244462003,67549.8254070245,64737.993,88312.67
AU000000ILU1,Iluka Resources Limited,,,,,,,178839.7780027429,186153.28093821777,168451.7442968919,124998.97864750423,186816.17414007225,155752.2348715736,310600.9543155433,204108.5198102935,133325.45716504037,113887.20556030323,107280.37070940566,104487.05918555177,167630.31314921036,197345.99617784587,164293.69780448414,123058.312,222119.272
AU000000JHX1,James Hardie Industries plc,,,,,,,472124.8926440261,522508.61503794766,536113.0685839289,677174.706542162,389472.88927610696,349656.12673986773,351534.6097590793,365271.155048316,384156.1903093817,437095.2072257003,475354.4786129258,539566.2350539216,627761.4634365672,646527.8987723514,732563.5487509051,2244160.82,2450280.747
AU000000LLC3,Lendlease Group,,,,,,,1384777.3771252318,1772779.4092251088,2222764.607872525,2270691.916376494,2047745.461582693,1485295.0375611223,1348510.2644192486,1927936.54367285,2037996.3341061508,2112491.302512115,1836469.6528192854,1924385.1221601677,2251957.46745615,2198352.055101216,1872147.9843018071,1227218.46,1168210.051
AU000000MAH3,Macmahon Holdings Limited,,,,,,,147444.0132309884,199153.10039565538,250126.5557351298,311593.7639439376,321080.298029586,220477.34956309944,321034.0592135915,444895.7643945273,387890.6323932171,297703.0047375503,180085.9934310092,90948.68958619134,102063.7286996696,188092.4547954118,254020.68931671625,305545.21,351625.635
AU000000MGR9,Mirvac Group,,,,,,,244516.18546038526,225123.66458199942,292624.19104212127,287949.89690943866,240768.13465122803,233574.56769889264,304175.2085321855,246156.49331354356,223165.6523699182,283954.83725686226,271669.1824287136,216692.82098274672,274187.7897082764,242263.21,154674.989,206387.654,187413.82
AU000000MGX7,Mount Gibson Iron Limited,,,,,,,27674.250482016134,23133.531722571588,51729.07815951316,132158.3357810653,147080.5843308207,160457.0117256547,241878.8135741419,216788.61033946637,283564.15152991953,263138.3654610143,85095.25479572717,61635.13472608087,46085.106654238414,70742.47878614716,65183.3334919988,99461.086,86348.388
AU000000MND5,Monadelphous Group Limited,,,,,,,20047.132815413912,24488.56236730923,48021.09587698386,48682.11946705986,51462.0937237577,61257.67662849631,75204.78376784765,99431.36207754114,133726.79681764013,108949.68921824399,78386.49472891453,53685.545734835825,53131.121,72554.612,53137.289,50493.143,69090.372
AU000000MQG1,Macquarie Group Limited,,,,,,,128290.72293623425,113327.83726891455,191712.470323037,225031.46165949863,228065.06448424218,336937.02101746,277625.9664064825,270089.51649466524,294649.70608503406,291205.0391321236,302328.9788770298,294723.924,297698.692,306801.33,343157.536,282154.331,319181.336
AU000000MTS0,Metcash Limited,,,,,,,687069.9986263544,627570.6798735241,743579.8491626647,717049.306813779,794885.2319087641,924877.6343770002,1000527.9911430808,1088743.3443586864,1099809.0100614508,883348.8183122156,847961.5219699714,808339.8982520683,916842.1087951041,935254.0981444814,736550.1140537634,713509.57,842421.472
AU000000NAB4,National Australia Bank Limited,,,,,,,425220.17252557335,419084.751950482,511521.74312665046,333234.0231476566,396638.88440232887,458903.0310164195,461806.8124777942,611212.1185859884,663038.5489796903,577606.6628139807,459458.13721930666,381501.784,337681.5060768322,330079.36917836504,270568.43100304785,230364.754,319048.624
AU000000NCM7,Newcrest Mining Limited,,,,,,,197821.81396899954,203794.54511306493,251970.23023306415,372205.05907631863,395820.83330381406,445215.6698531223,755432.4550749346,803223.9458747586,653340.5021608531,616399.0312071242,598284.085219343,613769.505,677017.365,665483.63,636730.464,666831.679,799553.438
AU000000ORG5,Origin Energy Limited,,,,,,,606649.828985145,751083.5022744021,844360.3356849508,847892.5121840609,870338.543371059,1121130.3364823542,2128984.7000593957,3485096.7124267234,3831718.311598441,3569804.6668299404,3206190.8207604443,3331105.3240349386,4217908.053,5068617.983044114,4282661.419,3386324.322,3626126.036
AU000000ORI1,Orica Limited,,,,,,,1573868.705296265,956489.9905717955,1318920.5801740158,1356028.251534497,1898655.4824786016,1496723.2738743438,2073482.1306755447,1899120.6940009915,1865312.6259605414,1661380.3684212477,1171833.811854034,1129296.281,1234373.901,1239616.893,1152471.256,1098358.063,1215711.217
AU000000OZL8,OZ Minerals Limited,,,,,,,56121.336930521094,162280.51988568436,148682.31889245115,110879.29815060191,83073.40029117255,154131.9634200287,176120.07862321835,146273.77358443773,87761.95100212732,101723.12512896865,86757.65474751964,90200.24473060356,120657.72918799028,124525.99527315001,105844.24298594607,136342.783,230850.128
AU000000PPT9,Perpetual Limited,,,,,,,9762.90383980367,10540.986521253017,15056.303198278618,17409.674391509125,12600.266245068662,14959.272814375294,17350.999085053983,13794.352794456188,12489.931637928166,13511.314423963426,12693.651,11600.388,12916.269,14466.174,11436.426,9762.338,15031.683
AU000000QAN2,Qantas Airways Limited,,,,,,,1638780.8522240336,1423608.0364389564,1769689.2085176294,1689861.9981308337,1512352.351202697,1256153.1398628366,1630970.8970193553,1754327.5063998085,1736706.390204089,1443609.698123475,1335028.9465193008,1539228.6672915758,1736612.7842199057,1709073.659,1475585.252,1177974.586,600054.557
AU000000QBE9,QBE Insurance Group Limited,,,,,,,184899.54520717388,272954.03129926015,353884.7550358917,249723.33645201905,386765.4828301806,393363.8495600262,467113.55131235777,419941.03216755623,393413.18248210556,374941.3473323586,360349.80177832517,382022.935,452724.812,381537.418,368594.45,293099.894,344197.73
AU000000RHC8,Ramsay Health Care Limited,,,,,,,125237.89412640208,155046.71017463913,178391.48189849564,240910.53752347827,256101.30952883043,286019.8086865975,332714.5960936132,364540.46209098387,375580.6774544872,385392.45616666466,522666.19089818373,565845.6272310927,626589.1787157059,654325.7465653942,724575.3709470183,715720.605,863102.756
AU000000SBM8,St Barbara Limited,,,,,,,9330.050011210822,20019.042258589114,26418.634074538375,25485.310019456992,46793.23748215208,50687.16303276773,69450.40715302521,102627.9563691315,95130.35230377746,85420.75199956675,79627.76934233677,85960.79427696545,98164.67024619441,132876.21407119662,83392.65922525783,100176.319,104070.674
AU000000SDG6,Sunland Group Limited,,,,,,,76758.1662658647,91123.77307201557,127561.38996757424,101965.13186133144,92781.71543465169,46939.4976279748,53160.819381840876,44251.26757246834,39980.39669033881,37831.19358630886,51920.774665411984,42508.37466928097,68249.04815046708,48809.34962075682,40213.364,19754.359,39079.995
AU000000SGM7,Sims Limited,,,,,,,315931.44467504305,268991.9024463964,324687.93498360564,453286.75006339024,462923.7538359439,438981.3910479526,464407.4664918087,518491.8330657729,388398.60545966076,322666.47652553907,257494.28021077963,179592.46627694403,3167462.603,4072389.8399545485,3515924.0402742545,2525243.963,3816797.935
AU000000SGP0,Stockland,,,,,,,26675.15531854894,25008.8957094894,63209.626208102214,63092.687125994504,52045.09413642596,59307.609882948396,77140.58389220166,66489.22779437085,55213.407317587364,57630.03114599074,55760.250301907436,58426.272,74911.58,75202.029,61920.639,383779.814,408854.946
AU000000SHL7,Sonic Healthcare Limited,,,,,,,79796.19451291682,85797.50789663888,105562.33379160837,136533.37621265752,155213.36856664607,160356.25827085128,182459.37356822862,197913.3855415467,206270.72859178943,206857.25264656672,202628.0739227696,226578.54520039208,251166.75571297618,267412.7608257134,254280.18088126532,262513.932,391293.183
AU000000STO6,Santos Limited,,,,,,,242244.72213614814,278333.4308545732,261345.73264156014,202704.6054296366,230078.70663273172,225389.99938503036,279892.5552595895,338462.1717303288,342410.1679730068,368389.065475417,244370.10787349488,289977.41318773484,365795.14957558067,404063.876,408056.154,345978.999,519237.788
AU000000SUN6,Suncorp Group Limited,,,,,,,134498.10390467278,124276.65744184334,212901.0738877951,302870.18120517343,310390.7461644452,341491.379603366,553669.5977772241,477745.4074363725,516897.49042963795,440748.7087418691,317575.21752389474,274649.32,335701.289,298783.78678070905,261422.90441104386,241371.079,264558.999
AU000000SWM4,Seven West Media Limited,,,,,,,44426.58218438416,43398.294358257896,53720.1633590164,56559.89405973018,46092.413700843805,50941.74120793781,65809.59799072419,130615.74490343852,121366.28577252018,107411.3606127079,92504.31240384297,80637.38689806926,83417.3353305716,79096.94495415794,64739.10776415173,45344.555,53353.847
AU000000TAH8,Tabcorp Holdings Limited,,,,,,,224588.60606601412,203545.56066435887,223877.22096666793,224179.34050608944,222967.12830333278,237598.0926221104,174127.93844676713,185450.84011692516,115216.2582373757,104218.53298295462,100995.28290300802,95231.85442828322,107617.34054910367,182159.2478534333,228853.9365261476,205387.693,111652.755
AU000000TCL6,Transurban Group,,,,,,,24944.85081949424,30715.726532316265,40374.17587151869,58442.88218445529,53600.65816770948,61270.48293884844,84639.94957394466,94616.79194074457,95938.77068675774,81119.7205985725,117728.52088169301,133835.75324058926,180448.4119500394,210949.73787924738,333416.006,260049.935,217626.868
AU000000TLS2,Telstra Group Limited,,,,,,,1135105.7162758019,1097237.7077895002,1220700.2531266587,1201994.5567130472,1126348.7078489251,1145373.1801587963,1249787.3952988307,1276702.1272349781,1386807.61866093,1155350.4946153827,1080705.9528254895,994537.698,1097772.092,1067540.073,865774.955,762056.651,803206.536
AU000000WBC1,Westpac Banking Corporation,,,,,,,203352.706555978,191740.63350117533,244783.4694326457,226107.69262972233,374398.1487296643,378818.9461840886,419367.4124764581,438214.02669073705,459234.65739804937,442073.6847948239,401402.848832008,379304.228,430812.331,424362.033,357433.69,265911.332,397442.223
AU000000WES1,Wesfarmers Limited,,,,,,,991902.8407194043,989568.522668889,1367221.9987439015,3171936.4631114495,4637051.546689611,5217494.574093252,5370965.943297693,5910977.993320875,5861354.247332162,5306759.272650816,4972466.499601801,4960007.138,5771321.652,5425281.812,2029913.098,2090602.491,2651468.446
AU000000WOW2,Woolworths Group Limited,,,,,,,2958332.374113663,3271736.2804501783,3979147.4025658243,3989407.2389169973,4281193.704000389,4741188.257248741,5154092.807509648,5305839.903517343,5508062.507496817,4836034.53653331,4370589.994484317,4013096.001,4248203.988,4324172.745,4079550.694,3398919.353,3974054.236
AU0000032187,A2B Australia Limited,,,,,,,63527.16365180198,8601.666563843592,10953.64804920916,12878.368299029422,12735.679193513546,13195.935426708109,15203.667013018821,15893.836751655452,15921.688179380746,14020.53286894189,11992.215884628327,10300.117637205241,10108.366576040436,11956.513017384514,10865.239421685075,8937.607,7024.318
AU0000033359,Healius Limited,,,,,,,11295.560776611253,12479.215766477451,15161.371343081915,34356.950218239464,60769.67738736104,61940.692940151435,69054.65281231627,73328.83346596584,73849.8598860052,69103.52461091723,65922.30567750873,62103.8059022403,68145.75446024623,70554.07286597128,63007.1088586078,50659.688,69167.292
AU0000088338,Ampol Limited,,,,,,,5691921.786434288,7223537.804716619,8306433.395177363,5741353.134963733,7381424.26606152,7060796.818377078,7853137.072716342,9338148.892358486,9071321.204131743,8145520.441147054,5426712.328376083,7076584.099718396,9500605.327617692,8350777.582336598,6991971.536616022,4221478.243,8323784.792
AU0000224040,Woodside Energy Group Ltd,,,,,,,265147.1245896185,489264.0096067116,424420.53826079186,429603.685285885,453283.5654025705,459339.8299958996,511590.3260433558,644041.1692775037,592851.1956065947,752310.3279410789,504432.1888372394,477017.365,484189.553,594700.12,471916.861,361839.4,764854.025
BE0003470755,Solvay SA,,,,,,,4073306.090871807,4375372.183489835,5169782.818332536,3750204.1394063616,2448606.0025372542,3326276.7559352648,3970708.379060517,4136130.6733261235,4372676.360615347,4196717.41619444,3907124.188593668,4912676.755,5241273.333,4957773.514,3907327.437,3703387.018,4849082.688
BE0003565737,KBC Group NV,,,,,,,402033.4798055895,458097.4652296101,527036.5102386181,460671.02059477125,565594.1608402008,505032.9128397864,422944.91583059204,353363.9972144107,304954.90929345984,324953.611950311,284532.07380647375,293523.734,338177.906,329688.236,319754.091,174906.195,246896.856
BE0003593044,Cofinimmo SA,,,,,,,7264.085753999316,7502.342047905049,10515.421469144898,8422.85078865321,14355.734571613048,13748.771317926668,16772.94471583867,9295.238,10056.089,11881.385,8076.033,8104.489,9813.942,8189.966,7920.025,8993.065,12726.237
BE0003717312,Sofina,,,,,,,12230.228352033359,15773.966345111668,20042.200279707038,6694.023573328899,13310.809809391903,8801.224536950067,7958.608513015268,8575.90618289509,11138.460074113646,15926.40904867387,14632.662246853808,13586.824180695376,26541.73754817915,3713.514031445794,53430.136,62439.134,125589.831
BE0003735496,Orange Belgium S.A.,,,,,,,111700.31553058815,122510.36764563553,125447.82039073617,113044.99941405212,123213.0394347724,116917.72482110982,117982.98943352055,103551.84030226315,93303.86186402441,82377.71955663181,67354.58232663316,72040.10947140129,77468.89565289246,79825.18093325762,73897.15917832358,87377.299,98185.797
BE0003739530,UCB SA,,,,,,,284004.2361148687,311298.43031228,47468.08329829638,383661.3005947616,378564.59123259806,395984.28899525036,408100.77513684856,421921.85951679363,349406.421240585,331652.49441218417,329242.2325609554,398198.799,505082.26,539531.029,508620.698,527272.294,612923.323
BE0003755692,Agfa-Gevaert NV,,,,,,,744517.2467812649,804360.4394511039,811339.138136947,653013.0217625229,646948.1165745803,584008.397235848,635471.1666545677,552154.4530841148,523777.3230633923,485169.2487461503,413241.5188306761,429436.64,447409.39,416588.5808602765,242868.83796357218,425573.469,491102.315
BE0003797140,Groupe Bruxelles Lambert SA,,,,,,,2987047.4574046186,2306462.5566413817,2542347.99169352,5022240.461329085,4228791.348370735,4714900.6594421705,6186033.0835453225,6254707.646085817,6085752.80257516,5629948.848894329,3374562.881238145,3093387.9750871267,3590518.185786075,3526159.0996835968,3143879.6276545473,2816618.654,3285472.686
BE0974256852,Etn. Fr. Colruyt NV,,,,,,,671324.6579598961,622775.4511789365,712479.1833882355,765236.6569119086,822975.3338811232,902257.167463256,845431.7738592657,1010788.1421739627,891225.3819779889,949682.0247544486,909365.8557119148,914371.0886049689,997054.1634747103,1010745.7816588079,1011585.0180447972,988547.494,1077072.194
BE0974258874,NV Bekaert SA,,,,,,,3444794.9071046845,3550755.54880444,3827207.8597965753,4036746.371640241,4053468.087942266,4692350.405854496,5567294.549464388,4354725.921174214,4081399.9654782396,4046409.217554086,4087736.752121737,4581893.479067343,5421331.174349525,5509258.041827533,4719614.195694243,4324947.448,6150280.491
BE0974264930,ageas SA/NV,,,,,,,952127.6680487954,1061148.8357276306,1181430.431142493,487243.02635444014,686818.3513446746,524062.89360740816,855555.1329204689,526180.7872778922,476746.58180530695,498432.48663312005,393185.0010934278,417269.1670150429,413986.96144692414,410084.2495460235,435814.2651915523,342959.835,411201.7
BE0974320526,Umicore SA,,,,,,,4253211.147662625,5742926.738077218,4533716.441379506,4003066.286757568,3348391.195579526,4067636.674469478,6490117.364047247,4668589.488217821,3719417.0888392627,3318071.280695384,3119504.1255923333,3682912.5847328594,4351989.4578182325,4774671.439212369,5651321.943770429,7018854.881,8793851.999
BMG0450A1053,Arch Capital Group Ltd.,,,,,,,98966.68571621997,100894.85745905057,96411.92920266712,87726.20359323772,94850.50330266051,84763.1740360564,77466.07943261508,85319.41285885,84803.74153800418,101961.53710160026,110362.24047427876,125077.91518979399,161315.9357445363,158320.18872679598,184222.7,217176.374,245239.67
