AN8068571086,AT0000746409,AU000000BPT9,AU000000ERA9,AU000000ORG5,AU0000088338,BMG2108M2182,BMG2178K1009,BMG5320C1082,BMG6359F1370,BRCMIGACNPR3,BRCPLEACNPB9,BREGIEACNOR9,BRELETACNPB7,BRLIGTACNOR2,BRPETRACNPR6,BRSBSPACNOR5,BRTRPLACNPR1,CA00208D4084,CA13321L1085,CA1363851017,CA1367178326,CA29250N1050,CA2927661025,CA3495531079,CA4530384086,CA6744822033,CA74022D4075,CA8672241079,CA89346D1078,CH0048265513,CL0000000035,CL0002694637,CLP3615W1037,CLP3710M1090,CLP371861061,CNE000000HW5,CNE000000SK7,CNE1000002Z3,CNE1000003D8,CNE1000006Z4,CZ0005112300,DE0007037129,DE000ENAG999,ES0116870314,ES0130670112,ES0144580Y14,ES0173093024,ES0173516115,FI0009007132,FR0000051070,FR0000120271,FR0013181864,GB0001500809,GB0003395000,GB0004478896,GB0006449366,GB0007908733,GB0007980591,GB00B033F229,GB00B19Z1432,GB00B1FH8J72,GB00B39J2M42,GB00B572ZV91,GB00BDR05C01,GB00BNNTLN49,GB00BP6MXD84,GRS298343005,HK0002007356,HK0003000038,HK0006000050,HU0000153937,ID1000053705,INE002A01018,INE029A01011,INE036A01016,INE094A01015,INE103A01014,INE129A01019,INE213A01029,INE242A01010,INE245A01021,IT0001233417,IT0003128367,IT0003132476,IT0005495657,JP3180400008,JP3228600007,JP3246400000,JP3350800003,JP3522200009,JP3526600006,JP3573000001,JP3585800000,JP3600200004,JP3605400005,JP3845400005,JP3850200001,KR7003480001,KR7010950004,KR7015760002,KR7036460004,LU0075646355,MHY8564W1030,MYL4324OO009,MYL4677OO000,MYL5347OO009,MYL5681OO001,MYL6033OO004,NL0000360618,NL00150003E1,NO0003078800,NO0005052605,NO0010199151,NZCENE0001S6,PHY0001Z1040,PHY5764J1483,PHY6885F1067,PK0022501016,PLPKN0000018,PTEDP0AM0009,RU0009024277,RU0009062467,TH0355A10Z04,TH0465010005,TH0471010Y04,TRATUPRS91E8,US00130H1059,US0188021085,US0236081024,US0255371017,US03743Q1085,US0495601058,US1258961002,US12653C1080,US1270971039,US1307881029,US15189T1079,US1667641005,US20825C1045,US2091151041,US2333311072,US25179M1036,US25746U1097,US2620371045,US26441C2044,US26875P1012,US26884L1098,US2810201077,US29364G1031,US29670G1022,US30034W1062,US30040W1080,US30161N1019,US30231G1022,US3379321074,US4062161017,US4198701009,US42330P1075,US4234521015,US42809H1077,US5526901096,US6267171022,US62955J1034,US6361801011,US65339F1012,US65473P1057,US6708371033,US6745991058,US6752321025,US6826801036,US69331C1080,US69351T1060,US7034811015,US7234841010,US7237871071,US7445731067,US75281A1097,US78454L1008,US8168511090,US8425871071,US8454671095,US88642R1095,US9026531049,US9026811052,US91913Y1001,US92939U1060,US9694571004,US98389B1008,ZAE000006896
5249.14,1743.88,124.04,39.83,24375.95,3532.0,171.61,77.22,1412.26,1716.26,1982.25,341.34,1866.54,381.26,48.22,1861.21,432.63,3241.06,1340.32,1320.28,12403.01,6261.56,15591.52,825.32,2377.03,5262.82,4548.13,5365.72,3231.8,3258.44,477.04,18.52,23.91,3.27,21.68,12.18,65.84,7070.98,34.87,22.08,50.54,56.15,3546.58,4820.97,2694.69,2434.26,1376.66,805.38,1018.91,1008.34,1214.12,37263.34,116.62,16465.78,105640.58,50792.56,653.74,2522.34,71268.11,1140.14,1027716.92,4063.65,2316.38,749.47,1241.02,5195.29,16843.73,234.24,3799.63,21260.1,5260.04,8.94,0.12,118.34,12.6,22.85,4.52,2.94,16.19,13.79,12.65,109.15,124.12,100.47,852.03,7276.28,10.83,9.68,9.19,16.6,14.13,9.65,10.2,1.14,16.71,7.29,11.1,10.22,0.56,28.67,0.14,0.19,46.5,527.67,994.65,1901.18,49.99,437.61,113.59,3519.25,2855.92,133.34,1752.91,35.21,250.69,47.03,73.21,3.61,25.9,72.84,173.46,83.86,168.35,185.72,12.41,1.54,1336861.99,407.19,6846.69,244.94,2615.59,13900.49,2536.89,576.0,647.82,1417.07,10985.38,2188.58,12640.41,8624.2,14368.42,6240.71,1397.24,3843.75,364.27,7779.07,2502.57,30367.11,6741.98,2601.52,5730.49,3256.26,3589.02,6765.81,19072.58,4542.15,1480.83,4915.8,408.2,8709.57,1646.65,11581.27,5315.38,1570.67,15656.79,6811.51,2466.61,5831.84,11711.2,1818.47,18065.48,3501.35,6648.55,1959.6,2510.45,326.19,7460.59,4551.49,2686.78,9097.19,14175.01,79888.06,1033.26,7618.89,12409.04,2970.41,12664.78,3478.5,4545.27,5551.16
4497.31,1440.33,90.92,32.73,22134.67,3271.88,144.45,73.4,1393.83,1396.71,1727.85,271.42,1790.25,318.11,43.13,1582.77,385.45,2938.72,1306.34,1144.05,10223.55,5786.4,14765.46,623.61,2196.75,4543.7,3530.82,4532.86,2660.18,3252.88,386.54,16.76,21.05,3.02,19.1,10.45,66.18,6468.71,33.85,20.96,54.14,49.03,3029.69,4122.68,2205.49,2035.45,1124.42,684.54,795.73,850.96,976.3,33551.09,88.78,14467.43,96738.32,42270.85,459.85,2394.39,60709.71,1089.47,945969.04,3922.34,2332.22,664.68,1193.7,4900.88,14856.94,189.18,3612.37,19516.4,5069.32,6.62,0.1,106.43,12.3,18.24,4.09,2.47,14.77,12.13,11.43,90.69,121.13,87.12,765.46,5843.45,10.48,9.65,8.41,15.07,12.96,9.0,10.01,0.92,15.68,6.37,10.07,9.11,0.49,25.99,0.14,0.17,35.36,395.22,913.86,2060.12,49.86,446.4,112.7,2529.48,2327.81,114.84,1541.16,27.45,231.66,46.53,60.6,3.33,25.26,58.29,137.15,73.56,138.29,158.77,12.6,1.25,1193023.29,393.2,6612.11,241.35,2625.34,11790.93,2607.99,589.97,549.2,1312.96,10655.01,2212.84,11766.63,8344.25,14737.9,6290.52,1190.61,3873.18,327.51,8071.97,2263.04,28394.97,6887.51,2593.78,5871.76,3248.32,3548.37,6476.26,17488.95,4592.59,1300.81,5174.43,342.6,7689.13,1380.1,11343.98,4534.35,1383.87,14303.53,6979.82,2510.64,5754.02,10177.0,1634.08,17455.52,3463.31,6653.42,1831.22,2563.93,272.34,7470.16,3921.96,2198.27,9135.13,14319.36,70907.63,846.44,7494.46,12196.41,2554.87,13114.35,3120.73,4706.52,4913.09
4615.34,1428.84,82.23,38.73,22228.06,3434.21,143.88,80.5,1297.79,1484.33,1848.01,293.21,2004.1,332.92,45.25,1513.84,420.2,3168.73,1476.27,1315.28,9601.57,5830.1,14947.18,585.5,2190.6,4736.7,3631.06,3959.88,2838.81,3383.52,423.46,17.96,22.12,3.14,20.65,11.43,73.7,6996.63,40.19,28.86,64.66,51.35,3353.93,4844.31,2605.76,2385.64,1395.72,807.86,893.38,890.62,1091.41,35738.55,105.18,15240.5,108904.74,37734.08,490.1,2565.39,66103.11,1141.07,944560.47,4085.92,2521.16,698.32,1264.15,5195.31,16207.61,194.15,3791.38,19788.51,5431.87,8.04,0.11,111.94,13.19,22.82,4.75,2.43,16.28,13.73,11.5,102.15,108.32,105.75,845.04,6682.99,11.21,7.99,8.19,13.63,13.5,9.55,10.77,0.88,17.18,6.95,10.06,9.36,0.51,26.37,0.16,0.17,37.94,431.18,848.25,2433.69,50.32,465.94,117.8,2675.98,2452.3,129.01,1667.68,28.76,244.76,45.23,70.47,3.38,23.97,69.99,156.18,79.53,159.85,170.19,13.96,1.22,1370956.75,417.27,6896.63,253.57,2720.1,12734.15,2759.88,595.03,591.45,1589.75,11303.73,2260.97,12627.2,8939.35,15184.73,6631.61,1164.12,4017.51,354.54,8468.59,2053.6,32833.6,7127.61,2728.83,6344.55,3437.7,3824.28,6588.34,19032.55,4828.15,1232.29,5344.97,328.2,7380.21,1375.33,10992.65,4891.3,1338.4,15664.52,7350.49,2476.62,5597.31,11081.81,1692.06,17798.36,3624.07,6848.69,1769.81,2686.47,248.43,7871.95,4227.5,1995.88,9766.12,14441.0,80773.44,875.37,7477.1,12632.41,2924.17,13713.92,2975.85,4817.0,4876.03
5066.85,1195.13,98.93,34.76,22168.62,3694.6,144.1,81.22,1321.47,1426.61,1898.06,274.63,1950.66,336.42,45.02,1591.37,470.95,2846.54,1647.58,1255.85,9780.13,6246.64,15341.25,645.87,2314.33,4859.6,3698.59,4637.87,3007.03,3122.21,443.34,19.2,21.01,3.16,20.4,10.18,70.18,6874.66,36.24,30.11,62.8,49.9,3237.25,4800.16,2508.68,2266.54,1132.77,759.92,892.0,786.34,1164.21,36738.14,118.11,13360.24,108207.17,40750.67,453.97,2523.86,66518.68,1136.29,915516.0,4259.4,2548.36,786.53,1238.51,5230.71,16381.56,213.89,3865.05,21653.33,5705.34,8.06,0.1,113.26,13.12,20.3,4.89,2.67,16.43,13.84,12.19,97.47,84.72,93.9,822.98,6959.85,11.0,5.02,5.43,9.93,10.52,6.31,10.92,0.77,16.7,4.5,6.63,6.7,0.49,28.3,0.16,0.19,40.57,454.2,859.78,2273.85,51.14,470.54,122.85,2367.57,2655.0,141.55,1518.45,35.0,256.97,45.88,74.44,3.5,25.05,67.07,150.75,81.34,168.89,155.4,13.41,1.25,1416567.89,392.23,7136.93,258.63,2879.62,12502.1,2821.26,624.4,566.81,1703.13,11303.73,2303.63,13115.52,8810.95,15748.75,6859.63,1186.81,4040.57,396.27,8297.21,2237.73,34529.46,7124.53,2920.96,6517.41,3507.72,3929.71,6851.04,19317.25,4929.25,1438.04,5339.35,357.6,7892.82,1492.76,11389.43,5219.07,1501.65,16318.04,7573.75,2584.68,5783.98,11244.61,1827.47,18723.82,3695.32,7117.12,1881.64,2806.97,249.61,8051.18,4277.38,1913.79,9983.05,15018.02,84112.69,917.1,7764.98,13156.07,3329.81,14119.41,3282.52,4967.9,4884.52
5165.88,1264.83,104.36,33.15,22015.45,4021.5,159.64,81.45,1394.65,1522.47,1697.28,240.14,1832.0,314.72,44.69,1712.23,468.22,2255.56,1565.11,1304.67,10892.14,6201.0,14844.32,728.08,2297.33,5184.94,3838.9,4303.21,3082.07,3073.89,464.17,19.04,22.47,3.22,20.18,10.05,71.49,7032.2,34.38,28.25,59.44,58.22,3467.71,5176.9,2511.52,2435.07,1239.56,830.75,1027.38,868.04,1185.85,39700.97,119.08,14310.44,130834.42,42185.05,475.47,2665.75,70798.59,1187.17,933167.25,4333.01,2681.75,823.01,1295.35,5212.64,17028.07,236.22,3728.24,22031.8,5935.61,8.18,0.1,116.71,12.09,18.48,4.35,2.82,16.73,13.35,10.95,98.69,107.74,108.26,881.33,7161.29,11.69,4.98,5.23,7.8,10.37,6.99,11.65,0.76,18.07,4.85,7.49,5.58,0.52,30.19,0.16,0.25,44.29,438.78,852.72,2216.27,51.9,502.71,129.9,2744.53,2468.34,140.44,1591.54,36.02,254.97,44.88,70.03,3.37,26.2,73.48,161.28,81.39,164.34,155.81,14.76,1.3,1466107.34,370.44,6735.09,247.37,2963.28,12448.39,2776.63,589.94,593.04,1671.64,11291.19,2252.32,13531.65,9191.3,14942.88,6527.66,1160.91,3943.31,378.59,8020.83,2472.67,33165.91,6755.8,2768.31,6395.94,3342.43,3745.63,6474.5,19542.82,4336.94,1425.88,5028.2,352.4,7758.07,1599.43,10962.13,5021.19,1636.65,16638.14,7253.93,2458.42,5886.35,10983.62,1899.13,18872.61,3475.17,7223.01,1846.39,2693.21,274.2,7668.49,4454.34,1919.48,9386.14,14285.57,78749.69,900.32,7368.13,13083.1,3808.3,13256.46,3364.36,4728.84,5012.33
5162.31,1290.6,112.73,32.74,21142.96,4291.64,176.91,81.56,1428.86,1446.19,1204.17,218.46,1745.91,309.33,43.3,1846.14,454.03,1884.71,1616.28,1172.59,11084.17,6284.1,14730.5,770.34,2377.81,5227.85,3927.14,4576.3,3244.59,3116.02,424.97,19.52,24.13,3.2,19.75,9.95,69.8,6970.22,34.52,26.66,65.58,55.24,3727.98,5377.68,2879.54,2706.29,1415.23,908.91,1081.23,864.28,1121.02,39948.33,135.34,14666.64,140962.61,44502.89,595.57,2757.68,71186.6,1227.98,936223.91,4272.83,2753.33,819.82,1315.95,5198.7,16811.63,276.39,3832.94,23858.13,6221.34,9.2,0.1,134.46,13.28,23.6,4.74,2.93,19.02,14.43,12.17,111.88,100.07,116.06,895.02,7235.87,11.98,5.23,5.72,7.27,11.22,7.89,11.79,0.75,18.63,5.6,8.1,5.91,0.58,31.72,0.18,0.32,44.48,464.23,862.11,2152.92,52.9,520.24,130.18,2763.92,2756.4,156.87,1740.74,39.17,285.24,45.59,72.74,3.57,26.65,88.68,181.95,88.21,171.86,173.0,16.66,1.5,1463020.13,356.78,6629.66,250.03,3028.76,12552.91,2844.18,602.22,590.1,1812.53,11513.44,2352.84,14062.5,9254.41,14762.93,6769.88,1218.46,3977.87,388.54,8022.07,2558.29,36263.69,7099.29,2817.92,6334.54,3442.93,3801.31,6316.49,20471.83,4376.64,1466.36,4986.5,365.4,8092.94,1703.46,11295.04,5252.05,1666.25,18143.52,7579.39,2573.57,6039.91,11190.51,1959.79,20474.63,3452.58,7242.23,1928.85,2768.18,294.14,7882.93,4776.82,2199.09,9229.22,14525.09,87983.13,921.2,7242.65,13747.86,3859.46,13155.19,3645.85,4744.53,5255.0
4962.47,1449.74,122.81,34.74,21238.86,4420.95,199.83,78.9,1515.76,1390.53,1189.67,197.87,1919.85,273.86,40.22,1715.44,471.3,1627.04,1621.09,1167.62,10829.07,6034.18,15007.48,750.87,2357.59,5025.99,3584.2,4167.1,3310.68,3244.89,432.55,19.57,23.74,3.17,19.6,10.4,70.4,7016.7,36.52,24.32,68.94,54.6,3777.41,5128.67,3151.9,2993.97,1612.18,897.64,1112.9,866.91,1050.87,40467.6,140.27,14995.72,145350.21,40444.08,516.3,2861.96,72127.69,1211.3,1053919.38,4077.56,2597.31,837.25,1358.07,5147.15,16653.51,260.25,3846.15,25009.13,6228.62,9.64,0.09,126.84,12.6,20.21,4.51,3.01,17.0,13.53,12.41,108.77,99.31,123.19,938.06,6759.84,11.15,5.13,5.23,6.86,9.03,6.22,11.29,0.74,16.91,5.11,6.6,5.97,0.52,30.47,0.19,0.34,42.2,457.09,850.69,2198.03,54.1,512.29,134.76,2530.44,2736.53,163.27,1669.37,40.77,296.19,45.6,80.59,3.76,25.59,85.6,179.33,86.94,171.38,177.47,16.86,1.52,1563888.45,341.17,6898.9,251.63,3063.23,12031.38,2858.49,628.04,690.44,1896.49,11371.45,2393.71,13300.09,9471.97,14883.71,7013.84,1172.34,3965.85,374.38,8133.5,2663.76,37265.55,7290.41,2951.29,6495.72,3447.57,3907.7,6352.0,20409.15,4537.41,1405.43,4905.0,345.8,8125.24,1657.17,11136.17,5869.31,1532.93,17693.63,7550.3,2596.81,6314.78,10267.29,1856.21,20046.57,3440.44,7371.86,1972.74,2805.66,297.66,7848.63,4468.49,2193.43,9981.99,14761.45,87780.75,901.83,7146.65,13981.68,3545.15,13434.57,3647.94,4836.99,5109.54
5131.55,1424.7,129.11,30.49,20735.82,4780.66,183.74,82.29,1661.03,1515.25,1210.31,181.03,1851.31,157.59,42.01,1482.1,457.78,1504.36,1680.32,1099.06,10349.81,6134.17,15394.23,628.84,2366.0,4860.15,3086.52,4363.1,3238.7,3125.78,437.37,20.24,26.16,3.08,18.24,10.28,74.98,7194.9,35.99,28.52,73.06,49.22,3442.6,4081.49,3154.29,2856.78,1549.18,887.38,1181.48,844.5,1227.11,40255.98,130.96,14630.66,145886.7,43753.95,504.17,2801.82,70759.8,1211.68,1110989.22,4079.03,2600.94,895.26,1376.09,4420.46,16489.58,278.44,3953.8,25494.75,6446.01,9.43,0.09,123.6,12.83,20.66,4.29,2.83,17.03,13.2,12.42,109.35,110.15,124.24,966.51,6700.62,10.64,6.34,6.47,8.73,12.13,8.15,10.47,0.72,16.22,6.29,7.37,7.17,0.52,30.07,0.18,0.35,44.04,482.79,859.22,2227.72,54.13,537.53,126.77,2173.93,2429.37,152.29,1780.58,39.7,283.93,46.94,76.25,3.69,26.98,90.25,167.11,91.76,159.87,174.18,16.2,1.47,1711307.16,348.35,6917.42,229.36,2972.69,11212.65,2810.61,630.89,617.94,1902.12,11212.58,2202.06,12863.03,9322.98,13901.54,6842.16,1040.63,3880.53,380.38,8001.49,2689.6,37051.02,7066.66,2615.76,6580.69,3331.49,3886.71,5459.01,19858.4,4268.35,1451.56,4782.14,350.2,8886.44,1573.13,10618.56,5834.39,1420.61,17485.46,7470.72,2464.27,6265.43,9779.67,1875.08,19150.88,3313.41,7317.02,2167.21,2725.68,301.46,7370.95,4376.88,2021.36,9791.65,13870.75,87806.06,856.28,6775.63,14384.37,3952.97,13214.56,3423.79,4631.52,5067.34
4965.22,1541.15,132.21,31.33,21915.62,5008.14,210.42,82.54,1702.95,1489.48,1357.98,207.31,1834.04,176.2,42.42,1596.23,474.46,1635.06,1653.51,1191.47,10381.93,6547.31,16426.74,613.65,2419.77,4892.09,3070.92,4838.66,3255.88,3153.79,422.79,21.03,25.97,3.13,19.85,11.19,90.04,7345.97,39.17,33.58,79.72,52.96,3398.04,4187.02,3638.19,3129.65,1724.56,941.7,1160.18,874.61,1262.33,41998.42,127.89,13589.18,151904.98,43096.59,571.77,2827.81,70637.92,1257.99,1198767.95,4109.98,2650.41,895.02,1391.75,4526.95,16848.38,328.09,3802.78,25674.17,6256.32,8.92,0.09,129.8,13.06,22.0,4.31,2.83,17.07,13.52,12.62,111.13,116.46,135.63,988.37,5814.11,9.84,7.0,7.86,10.22,13.17,8.03,9.74,1.09,14.95,6.45,7.87,8.78,0.58,32.98,0.2,0.35,45.72,482.55,808.84,2389.93,54.99,547.29,133.68,2685.66,2376.43,156.71,1860.04,40.57,278.99,50.2,75.52,3.63,27.8,99.87,199.35,95.77,163.84,180.24,19.47,1.46,1848916.88,349.33,6776.97,238.26,2974.78,11417.74,2819.44,629.59,635.04,2008.73,11430.59,2148.48,13161.21,9494.89,13839.25,6851.0,1052.04,3932.92,394.86,7998.98,2762.09,36384.76,7074.29,2624.4,6549.77,3360.66,3920.82,5372.3,19500.16,4197.98,1514.0,4826.3,412.8,9535.05,1682.6,10972.14,6123.34,1424.34,17135.55,7522.91,2537.67,6175.5,10033.9,1914.59,18246.05,3288.07,7226.13,2277.81,2700.26,300.31,7584.55,4298.13,2123.87,10238.09,13635.05,84517.44,852.84,7002.36,14280.02,4180.88,12975.12,3447.73,4619.19,5136.95
5592.26,1327.44,128.07,34.33,23944.24,5096.02,214.48,85.45,1695.63,1718.32,1335.94,223.13,2014.93,218.75,40.06,1521.81,505.56,1785.53,1589.39,1303.48,10883.76,6917.54,16690.51,639.28,2441.69,4998.67,2859.93,5363.13,3363.61,3335.07,536.87,21.77,27.78,3.58,21.24,12.22,111.91,7525.46,45.09,40.46,88.89,47.92,3127.14,3933.07,4147.23,3349.1,1741.15,1080.96,1280.91,878.8,1394.93,44258.55,124.7,11961.51,149076.72,45039.13,575.77,2810.41,75701.27,1288.05,1191292.47,4130.96,2809.65,934.2,1335.25,4836.21,17436.14,378.86,3864.98,26690.09,6347.05,9.56,0.09,141.21,15.5,22.44,5.02,3.05,16.87,17.65,15.77,104.87,135.14,142.92,1025.88,4269.75,10.18,6.36,6.66,7.88,11.08,7.64,10.07,1.07,14.96,5.66,7.35,6.97,0.48,30.53,0.21,0.31,46.51,530.57,777.13,2042.74,54.59,522.16,125.1,2972.72,2452.94,179.06,1774.91,41.92,285.28,53.16,84.88,3.85,27.41,98.8,212.85,98.44,171.44,187.15,20.24,1.6,1766574.0,355.2,7147.67,251.6,3156.69,12208.27,2999.27,663.68,620.01,2132.33,12146.96,2281.3,14014.36,9496.54,14173.14,7222.93,1156.15,4108.31,438.32,8618.34,2861.78,36650.02,7543.93,2659.39,7016.14,3530.92,4086.36,5679.39,20270.71,4070.31,1775.42,5177.61,474.4,10953.13,2133.75,12046.63,6120.25,1545.0,18389.7,7833.87,2780.33,6486.18,11561.05,2249.89,20216.47,3489.38,7645.1,2486.89,2856.26,331.16,7728.32,4595.02,2365.91,10831.25,14243.39,86768.81,938.55,7099.16,15384.53,5358.44,13883.56,3690.98,4804.24,5207.98
5599.71,1296.82,124.98,31.87,22789.61,5146.61,207.12,88.32,1691.55,1727.59,1458.0,199.7,2015.11,218.35,37.98,1406.64,545.35,1833.93,1717.49,1295.91,11066.15,6899.08,17125.27,654.33,2326.88,4767.99,2759.42,4932.12,3025.14,3168.7,495.12,23.81,27.8,3.57,20.84,12.05,107.35,7423.45,44.57,41.82,88.68,44.65,3059.36,3778.92,4127.41,3255.96,1600.11,1075.88,1223.55,895.43,1381.01,40881.26,106.77,12217.07,153237.53,44241.63,562.64,2741.95,70125.28,1239.9,1194925.46,3947.77,2708.4,862.43,1348.66,4486.46,16411.64,375.16,3912.18,26328.27,6531.75,8.53,0.1,126.72,13.73,17.83,4.33,2.74,16.21,15.92,13.78,95.74,108.87,118.8,933.01,4029.68,10.57,5.79,6.66,7.9,10.62,7.6,10.36,1.04,15.5,5.39,7.68,6.46,0.51,31.32,0.22,0.33,45.68,524.79,792.71,2053.63,54.41,542.0,124.14,2720.02,1931.65,182.4,1648.24,37.46,290.62,56.11,91.9,4.87,28.81,105.52,198.36,93.82,158.12,181.89,20.15,1.55,1795410.74,380.76,7436.13,262.07,3295.62,10825.07,3092.39,694.01,636.03,2503.6,12597.96,2415.67,14368.85,9596.47,14861.17,7621.1,1096.92,4295.07,444.49,8778.79,2878.5,38939.45,7518.88,2596.34,7551.43,3642.47,4201.7,5693.81,20306.4,4023.95,1811.64,5240.31,468.2,11305.75,2112.78,12480.55,6292.53,1419.76,19670.89,7885.99,2849.25,6397.79,10783.07,2269.85,19347.78,3489.38,7778.88,2853.69,2993.24,354.46,8077.8,5253.8,2354.52,11222.36,14494.58,86692.94,903.42,7090.24,15637.74,5610.57,14665.82,3655.18,4963.34,5139.5
5386.8,1352.96,126.98,33.07,25403.84,5616.99,219.46,92.4,1734.0,1675.98,1441.21,208.85,1971.73,216.83,38.59,1523.74,538.29,1685.99,1800.88,1262.39,11614.79,7228.34,17827.2,705.82,2388.93,4671.87,3116.34,5449.48,2981.91,3092.01,491.9,23.88,27.71,3.47,21.65,12.19,95.24,7413.12,45.32,45.36,91.92,43.49,3098.28,3968.75,3684.47,2978.51,1506.54,978.7,1167.89,946.32,1321.54,39765.13,96.88,12392.24,181317.9,45249.32,471.25,2814.94,72383.33,1295.26,1190597.4,4175.92,2604.53,877.2,1414.75,4268.69,16126.09,325.96,4039.69,27453.33,6912.09,7.82,0.09,120.46,13.96,13.82,4.26,2.31,15.53,16.05,13.27,97.96,120.16,107.17,920.09,4636.34,12.06,6.59,7.18,9.35,11.46,7.56,11.79,1.24,18.35,5.61,8.38,7.66,0.51,28.44,0.2,0.32,45.08,545.46,822.56,2043.11,56.5,535.28,128.5,3211.43,2244.82,181.25,1606.76,36.54,318.29,54.45,97.08,4.99,29.12,98.68,203.65,94.04,148.76,173.08,21.45,1.48,1947548.08,411.89,7824.39,274.81,3425.22,11246.29,3458.59,728.7,665.71,2731.46,12497.47,2700.87,14573.68,9952.5,15372.49,7869.58,1144.68,4462.27,471.19,9202.2,2932.54,41815.63,7930.02,2637.21,8150.25,3937.96,4399.08,6335.03,20433.38,4301.18,1769.15,5380.1,457.6,10357.06,2278.31,13000.58,6587.1,1477.19,20863.68,8523.5,3017.94,7731.27,10344.63,2370.51,20500.3,3681.96,7996.93,2920.77,3097.58,350.18,8604.55,5546.64,2409.03,11627.63,15109.66,94256.81,969.09,7188.3,16881.62,5598.26,15230.44,3984.4,5184.86,5333.8
5353.71,1416.86,122.12,25.4,23545.01,5650.29,237.98,97.71,1595.7,1528.22,1574.54,245.75,2051.53,179.91,40.22,1747.62,476.57,1779.85,1915.41,1187.95,10643.54,7519.4,18249.66,687.48,2469.42,4555.08,2680.65,4789.02,3107.79,3114.62,487.26,23.58,29.31,3.49,21.69,11.86,95.84,6727.46,45.2,52.52,99.61,42.96,3203.56,4117.47,4355.3,3197.13,1741.32,1034.0,1346.58,928.74,1285.63,41826.45,93.09,10412.82,182486.17,42125.86,439.9,3027.22,75240.95,1381.41,1207647.51,4552.81,2790.2,907.5,1553.42,4814.31,16980.42,375.93,4064.52,28309.25,7154.61,7.87,0.11,123.93,15.44,16.12,4.63,2.23,17.29,16.98,14.24,96.98,158.97,126.89,978.6,4266.02,11.86,8.14,9.54,11.64,12.32,7.98,12.31,2.02,16.76,7.42,10.01,9.2,0.5,27.28,0.21,0.32,41.55,541.69,832.31,2092.11,62.52,565.25,135.74,3180.8,2344.5,172.35,1741.3,34.72,301.83,55.8,110.22,5.35,28.89,96.83,227.19,93.18,153.18,179.7,21.06,1.54,1923883.24,455.49,8419.08,284.47,3622.44,10798.64,3594.7,780.86,665.51,2749.24,12591.67,2782.03,14964.94,10010.46,16032.43,8392.38,1117.09,4730.71,452.49,9533.07,2778.5,46364.43,8478.44,2970.4,8225.43,4149.22,4588.36,6891.73,20179.41,4749.64,1872.47,5494.66,460.8,10002.16,2296.44,12979.78,6417.59,1361.73,21329.59,9000.8,3185.53,8049.4,11782.08,2504.73,22243.63,4005.25,8525.63,2583.86,3287.81,344.48,9173.34,5031.94,2483.44,12050.9,15531.52,94661.56,1006.52,7373.46,18020.54,4962.01,15958.4,4055.67,5549.71,5263.57
5253.01,1351.41,100.92,26.88,23858.18,5453.73,239.27,95.85,1590.16,1654.28,1702.69,212.74,2004.73,193.76,32.42,1635.32,427.76,1782.53,1906.54,1326.79,10831.23,6757.68,16771.44,765.65,2290.7,4491.44,2973.4,5114.29,3047.54,3089.47,480.64,22.78,27.94,3.23,19.94,10.85,94.28,6448.55,42.28,44.12,88.59,41.07,3056.2,4141.33,4305.83,3156.71,1746.59,1031.86,1311.15,938.26,1301.06,41457.08,106.35,10589.06,172543.16,44187.74,485.84,2943.16,75330.02,1378.29,1101233.78,4997.51,2774.84,900.56,1448.57,4675.97,16863.39,334.88,3925.56,26665.06,6609.32,8.31,0.11,122.26,13.4,14.81,4.05,1.94,14.37,16.26,12.97,87.33,171.08,123.97,954.15,4167.49,11.12,7.96,9.58,10.6,11.79,8.06,11.64,2.79,14.85,8.24,9.31,9.61,0.53,26.33,0.17,0.25,42.58,589.72,823.9,2116.59,66.08,587.37,145.86,3624.68,2514.04,168.59,1733.7,36.0,274.18,51.47,111.06,5.13,42.24,100.24,227.99,88.14,143.37,171.95,20.88,1.35,1842696.21,400.94,7750.4,267.12,3258.85,12004.49,3447.64,708.96,688.48,2843.39,12493.75,2635.41,15178.1,10264.7,14521.3,7670.37,1153.41,4337.25,488.92,8574.54,2960.59,49321.44,7239.77,2907.07,8102.62,3764.68,4255.04,5809.22,20657.0,4024.65,1832.2,5137.8,477.2,10560.03,2144.68,13453.18,6576.56,1467.8,20812.67,8369.8,2978.2,7542.63,12153.0,2594.91,19549.8,3713.38,7585.72,2574.05,3049.19,390.84,8278.81,5145.56,2468.78,11825.45,14289.03,95344.56,1061.97,7310.47,16793.66,5499.8,14606.09,3741.89,5013.77,5489.13
