AN8068571086,AT0000746409,AU000000BPT9,AU000000ERA9,AU000000ORG5,AU0000088338,BMG2108M2182,BMG2178K1009,BMG5320C1082,BMG6359F1370,BRCMIGACNPR3,BRCPLEACNPB9,BREGIEACNOR9,BRELETACNPB7,BRLIGTACNOR2,BRPETRACNPR6,BRSBSPACNOR5,BRTRPLACNPR1,CA00208D4084,CA13321L1085,CA1363851017,CA1367178326,CA29250N1050,CA2927661025,CA3495531079,CA4530384086,CA6744822033,CA74022D4075,CA8672241079,CA89346D1078,CH0048265513,CL0000000035,CL0002694637,CLP3615W1037,CLP3710M1090,CLP371861061,CNE000000HW5,CNE000000SK7,CNE1000002Z3,CNE1000003D8,CNE1000006Z4,CZ0005112300,DE0007037129,DE000ENAG999,ES0116870314,ES0130670112,ES0144580Y14,ES0173093024,ES0173516115,FI0009007132,FR0000051070,FR0000120271,FR0013181864,GB0001500809,GB0003395000,GB0004478896,GB0006449366,GB0007908733,GB0007980591,GB00B033F229,GB00B19Z1432,GB00B1FH8J72,GB00B39J2M42,GB00B572ZV91,GB00BDR05C01,GB00BNNTLN49,GB00BP6MXD84,GRS298343005,HK0002007356,HK0003000038,HK0006000050,HU0000153937,ID1000053705,INE002A01018,INE029A01011,INE036A01016,INE094A01015,INE103A01014,INE129A01019,INE213A01029,INE242A01010,INE245A01021,IT0001233417,IT0003128367,IT0003132476,IT0005495657,JP3180400008,JP3228600007,JP3246400000,JP3350800003,JP3522200009,JP3526600006,JP3573000001,JP3585800000,JP3600200004,JP3605400005,JP3845400005,JP3850200001,KR7003480001,KR7010950004,KR7015760002,KR7036460004,LU0075646355,MHY8564W1030,MYL4324OO009,MYL4677OO000,MYL5347OO009,MYL5681OO001,MYL6033OO004,NL0000360618,NL00150003E1,NO0003078800,NO0005052605,NO0010199151,NZCENE0001S6,PHY0001Z1040,PHY5764J1483,PHY6885F1067,PK0022501016,PLPKN0000018,PTEDP0AM0009,RU0009024277,RU0009062467,TH0355A10Z04,TH0465010005,TH0471010Y04,TRATUPRS91E8,US00130H1059,US0188021085,US0236081024,US0255371017,US03743Q1085,US0495601058,US1258961002,US12653C1080,US1270971039,US1307881029,US15189T1079,US1667641005,US20825C1045,US2091151041,US2333311072,US25179M1036,US25746U1097,US2620371045,US26441C2044,US26875P1012,US26884L1098,US2810201077,US29364G1031,US29670G1022,US30034W1062,US30040W1080,US30161N1019,US30231G1022,US3379321074,US4062161017,US4198701009,US42330P1075,US4234521015,US42809H1077,US5526901096,US6267171022,US62955J1034,US6361801011,US65339F1012,US65473P1057,US6708371033,US6745991058,US6752321025,US6826801036,US69331C1080,US69351T1060,US7034811015,US7234841010,US7237871071,US7445731067,US75281A1097,US78454L1008,US8168511090,US8425871071,US8454671095,US88642R1095,US9026531049,US9026811052,US91913Y1001,US92939U1060,US9694571004,US98389B1008,ZAE000006896
2462.84,1219.99,32.47,136.68,7841.37,2159.54,73.84,30.51,112.01,2958.35,286.64,56.93,246.58,140.37,19.64,672.58,58.67,344.95,561.68,1280.85,4847.04,1771.3,3685.58,842.12,801.55,2557.69,2917.66,8783.48,1803.88,2063.15,460.12,5.29,4.63,1.07,6.46,4.35,58.97,280.41,30.91,26.16,48.53,20.51,3315.89,4460.7,3712.82,1757.71,1472.96,389.97,1144.19,440.07,1119.09,32878.64,72.3,2116.58,54778.44,10986.15,228.18,1405.1,80463.06,672.92,358866.09,1925.86,1767.89,398.84,691.38,2068.56,10792.0,252.11,1828.57,10400.46,2299.45,8.7,0.12,38.15,8.45,27.9,5.19,2.57,7.94,6.89,11.83,46.56,312.5,149.42,656.07,1765.0,6.95,10.86,12.22,10.91,13.14,11.65,7.38,9.8,8.94,10.88,10.05,12.03,0.75,14.64,0.18,0.13,13.58,555.99,432.92,800.66,35.47,47.42,28.21,2598.4,751.01,33.85,1583.05,15.52,215.34,2.42,3.24,0.91,44.32,84.35,131.89,40.29,77.46,43.37,5.72,0.91,388787.55,544.44,2986.4,258.49,1645.23,8688.63,1554.92,255.83,419.39,368.12,8321.87,936.14,5863.35,5384.91,7223.58,3421.24,881.97,1999.29,83.78,3999.89,998.72,15678.96,4000.97,2141.39,3893.06,1825.3,1439.48,6047.94,12046.83,2973.12,878.55,3390.28,507.8,3262.38,1003.68,7471.55,4367.84,450.47,7533.04,3269.97,1566.13,2086.31,3964.46,346.52,4715.01,2123.69,4965.13,2725.94,1480.32,115.4,4964.07,1121.84,1012.69,4560.33,7115.96,19289.0,687.37,4137.35,7658.02,3901.78,4935.78,1362.03,2149.45,2293.81
2300.61,1184.88,36.08,105.58,7886.47,2335.15,86.54,28.9,107.64,3048.03,254.67,48.8,320.69,128.94,18.62,606.42,47.48,308.57,547.6,1243.09,4810.8,1809.97,3806.35,817.46,793.38,2690.96,2835.89,8549.0,1871.98,2166.82,488.4,5.18,4.46,0.95,6.71,4.17,55.68,272.95,28.86,23.4,45.72,18.98,3306.91,4259.93,3606.03,1747.19,1461.03,373.99,1112.67,446.95,1029.79,32407.53,66.5,2027.32,58695.25,12309.13,227.5,1385.04,77058.09,644.25,347779.07,1894.94,1764.11,339.04,659.26,2083.15,10238.11,218.49,1816.25,9764.12,2247.58,7.96,0.12,37.39,6.97,26.14,4.49,2.41,6.97,7.14,10.54,40.86,295.01,148.62,653.13,1653.74,7.17,11.05,12.15,10.92,13.13,11.83,7.44,9.82,8.88,11.06,10.05,12.23,0.65,15.66,0.17,0.13,13.15,504.66,432.93,853.54,34.79,49.13,27.42,2488.28,734.28,31.34,1509.09,14.28,192.75,2.41,3.1,0.82,43.79,77.43,125.63,39.09,69.61,39.67,4.97,0.9,413533.88,532.73,2989.75,249.19,1677.75,8460.64,1522.78,274.8,430.18,362.6,8119.91,947.57,5507.28,5236.79,7127.27,3558.42,901.51,2065.91,83.08,4151.05,1068.42,15174.38,4308.64,2189.1,3858.22,1735.91,1485.74,6118.61,11340.88,3024.3,866.69,3250.19,453.0,3233.86,964.76,7700.81,4310.65,463.98,7681.43,3338.74,1576.51,2166.71,4032.22,325.68,4959.61,2077.0,4956.42,2728.12,1507.26,117.19,4999.32,1039.15,996.17,4575.47,7051.71,17948.26,647.23,3907.08,7772.67,4012.96,5046.67,1364.25,2110.04,2124.68
2233.04,1302.84,31.52,107.28,7839.08,2133.51,83.56,31.75,105.06,2776.42,315.81,57.86,338.14,128.61,14.92,590.51,50.32,365.55,504.25,1102.19,4233.45,1754.84,3743.22,803.72,771.92,2513.28,2884.09,8268.89,1720.59,2155.88,440.09,5.45,4.02,0.9,7.57,4.35,57.85,294.09,30.67,26.81,49.71,18.39,3352.19,4329.6,3558.01,1688.64,1450.67,364.72,1062.57,483.94,942.53,30766.82,59.7,1889.89,56518.38,12493.74,185.86,1488.86,75826.94,643.67,324733.09,2028.33,1792.95,350.39,699.64,2108.76,10075.72,229.86,1845.66,10305.52,2306.92,8.12,0.12,36.27,6.85,23.78,4.48,2.35,6.72,6.57,10.63,39.53,274.09,146.84,631.98,1629.39,7.31,11.05,12.25,10.98,13.28,11.78,7.4,9.7,8.96,11.5,10.28,12.04,0.65,14.01,0.19,0.12,12.52,471.32,442.6,808.21,36.16,49.86,28.02,2545.01,749.71,28.74,1474.99,13.04,216.8,2.37,2.84,0.76,40.46,73.57,127.26,39.03,68.77,45.93,5.1,1.0,368521.92,522.97,2969.71,262.86,1734.88,7788.9,1483.3,272.27,395.6,290.34,8080.97,932.6,4911.31,5091.6,7313.14,3595.19,852.8,2092.83,78.78,4325.93,1043.25,15227.22,4504.71,2270.89,4228.83,1836.98,1411.73,6599.94,10851.85,3137.49,833.42,3222.17,444.7,3132.01,939.09,7536.31,3889.76,394.83,7316.03,3394.46,1623.72,2246.47,3909.27,284.95,4689.52,2114.77,4981.21,2613.63,1502.59,111.54,5340.32,1007.57,863.81,4637.48,7383.69,18577.52,574.11,4205.64,8595.8,3753.35,5012.55,1234.42,2110.04,2173.14
2231.73,1350.96,29.32,121.21,7762.92,2238.61,82.01,31.13,103.14,2840.33,341.09,61.46,354.57,151.47,23.28,666.9,57.86,426.79,553.23,1156.4,4921.86,1842.03,3973.37,808.87,808.08,2454.26,2851.8,8985.03,1818.06,2311.0,472.74,6.16,4.52,1.0,7.84,4.61,55.96,267.72,30.24,24.35,46.47,18.15,3455.09,4480.6,3518.92,1690.7,1427.39,374.51,1051.5,484.5,918.79,31141.62,62.72,1879.42,54461.38,11697.39,165.65,1487.45,75281.25,641.9,349814.52,2020.45,1828.25,343.48,697.15,2076.13,10078.0,211.14,1862.12,10133.11,2311.16,7.39,0.15,37.08,7.69,25.51,4.93,2.4,7.0,7.43,11.15,43.88,286.68,139.68,643.18,1673.98,7.24,10.76,11.95,10.94,13.09,11.49,7.29,9.54,9.64,12.05,10.24,12.19,0.67,14.91,0.2,0.12,13.09,477.91,463.13,793.11,35.13,51.08,28.22,2579.75,747.07,29.55,1549.98,14.76,209.96,2.64,2.69,0.79,39.37,73.46,119.4,41.35,68.54,43.59,4.95,1.48,424244.56,484.27,3111.77,277.51,1775.51,8130.67,1613.56,278.8,439.09,309.59,8852.6,965.68,5123.84,5267.2,7786.2,3719.6,866.58,1970.17,73.92,4113.05,1094.59,16909.4,4560.56,2241.98,4332.14,1850.62,1539.95,6298.88,10748.05,3224.48,858.97,3326.58,454.0,3385.67,931.07,8027.02,4278.42,447.09,7522.91,3380.32,1683.8,2258.68,4142.13,317.0,5012.88,2178.72,5279.57,2888.69,1582.2,110.08,5101.34,1027.59,1038.05,4555.95,7607.78,22071.68,576.28,4376.53,9073.25,3764.48,5192.36,1335.23,2263.57,2302.28
2486.18,1438.0,34.98,149.55,8335.3,2368.44,85.16,30.69,112.28,3124.31,352.45,60.15,338.62,140.96,21.53,721.54,58.65,473.79,608.63,1254.04,6181.62,2057.62,4257.47,881.64,859.87,2954.77,3067.66,9012.02,2200.5,2406.47,512.22,6.1,4.54,1.12,8.55,5.22,56.74,243.59,31.32,24.65,47.76,20.72,3639.69,4584.59,3692.4,1820.85,1471.63,417.53,1074.07,510.88,1068.1,33049.81,64.24,2079.38,55552.12,12540.85,181.54,1509.83,78069.07,630.62,351367.91,2058.55,1831.36,411.92,709.72,2109.67,11280.44,234.51,1888.04,10238.16,2386.91,8.37,0.18,44.8,7.42,31.42,4.54,2.28,7.51,8.33,10.23,43.1,286.19,142.01,674.66,1781.99,7.32,11.06,12.4,11.09,13.48,11.8,6.9,9.64,10.3,12.71,10.51,12.29,0.84,16.41,0.2,0.12,15.52,494.42,501.32,808.21,35.92,50.84,31.99,2752.6,823.08,28.56,1739.87,15.61,225.9,2.52,2.46,0.69,42.92,80.48,118.2,43.71,72.92,48.39,5.03,1.31,473021.92,532.73,3173.78,284.51,1834.21,8938.76,1642.65,317.36,491.67,342.67,9210.82,1046.34,5327.72,5618.03,8013.75,3699.47,958.32,2056.48,78.41,4449.82,1246.19,18090.61,5063.31,2358.09,4733.2,1946.66,1621.57,6901.2,10990.93,3501.8,961.07,3456.8,523.7,3830.62,1071.03,7905.71,4572.11,472.33,7846.11,3527.95,1727.82,2355.54,4376.89,335.67,5305.36,2304.86,5494.94,3039.4,1594.03,115.43,5645.84,1197.6,1156.14,4778.56,7769.12,29711.39,637.64,4566.4,9611.57,4339.95,5578.57,1381.73,2423.94,2503.99
2741.54,1555.03,39.27,167.81,7995.62,2630.22,104.9,32.21,132.18,3373.24,371.22,59.31,343.51,140.42,19.68,737.21,60.03,405.27,682.44,1317.95,7093.73,2085.33,4296.01,926.97,910.55,3022.26,3306.21,9661.57,2275.45,2543.03,535.57,6.85,4.84,1.24,8.89,5.25,56.44,248.22,32.11,25.21,47.33,23.08,3769.38,4763.36,3791.27,1774.62,1447.93,411.99,1188.85,582.98,1119.19,35326.86,71.82,2094.45,58092.18,14270.9,186.85,1433.23,83082.97,626.76,360683.27,1944.43,1749.76,440.15,675.21,2113.94,10630.41,249.59,1902.58,10495.87,2484.05,10.01,0.15,49.08,7.41,30.25,4.3,2.56,7.46,7.61,9.67,45.89,300.62,139.81,744.24,1969.26,7.36,11.62,12.31,11.29,13.73,11.91,6.73,9.69,10.31,13.1,11.17,12.47,0.98,15.65,0.23,0.12,19.67,518.68,531.15,857.15,38.47,50.77,33.62,2937.08,897.74,32.19,1808.55,15.7,221.84,2.65,2.41,0.73,41.48,86.2,125.44,49.16,79.65,53.04,4.99,1.13,484077.94,522.0,3310.86,286.16,1925.25,9475.86,1663.18,333.8,618.12,400.14,10182.45,1088.32,5526.84,6146.86,8239.58,3717.67,1060.62,2069.65,89.78,4421.38,1341.42,18902.02,5104.52,2432.69,5104.03,1970.96,1677.54,7195.64,11235.73,3623.36,1126.47,3472.28,592.2,4663.36,1185.16,8615.74,4643.01,520.12,8250.49,3616.87,1713.14,2501.14,4681.27,372.58,5725.25,2310.39,5698.52,3585.46,1659.7,118.86,5968.89,1359.65,1260.66,4916.21,7923.95,34853.01,677.76,4891.39,10107.65,4541.29,5743.06,1544.63,2410.28,2761.38
2823.06,1765.26,44.51,181.3,7850.37,2557.35,98.14,32.41,156.67,3453.13,398.9,60.99,329.71,145.88,17.41,888.88,61.79,453.13,728.71,1415.53,8391.85,2324.73,4429.12,982.23,965.57,3602.14,3802.45,10710.05,2757.64,2673.86,560.34,6.67,4.63,1.4,8.96,5.31,55.85,256.69,30.8,24.09,46.09,28.9,3750.12,4892.54,3762.19,1780.3,1454.21,410.94,1248.52,618.48,1234.22,36823.33,76.83,2410.9,61124.28,15846.8,202.2,1520.2,85878.41,681.91,370611.61,1976.19,1780.52,529.19,691.02,2118.31,11321.31,251.04,1917.95,10110.06,2525.12,10.91,0.15,49.46,7.16,27.99,4.27,2.73,7.58,7.85,9.97,51.83,297.82,144.16,771.89,2218.18,7.4,11.65,12.87,11.61,13.69,11.94,6.85,9.89,10.09,12.86,11.12,12.47,0.94,15.13,0.21,0.12,21.2,520.83,522.99,837.04,37.91,47.2,34.84,3200.72,991.58,44.79,2011.94,19.37,216.33,2.56,2.32,0.75,43.34,95.1,131.63,57.8,88.97,61.8,4.9,1.35,507507.17,511.91,3418.95,282.61,1867.11,9921.94,1706.03,339.28,640.9,426.92,9823.45,1125.55,5893.96,6475.86,8123.05,3620.38,1149.11,2162.06,113.57,4386.76,1401.35,20181.48,5622.71,2354.94,5473.73,1945.84,1562.31,7301.36,11511.12,3745.19,1248.57,3457.81,624.6,4857.86,1278.08,9031.09,4793.58,637.95,8171.79,3644.32,1702.56,2390.0,4723.95,431.81,5569.63,2303.63,5915.06,3717.77,1628.18,135.51,5992.1,1550.64,1375.16,5184.58,7790.33,36617.48,747.77,4551.2,9525.44,5849.18,5635.48,1637.59,2389.17,3082.6
2769.42,1834.15,51.05,186.58,8060.69,3089.34,101.29,34.72,151.52,3702.06,438.4,83.56,440.01,212.71,16.58,1038.17,70.27,587.91,793.34,1503.29,7721.82,2470.43,4823.98,1115.78,1133.23,4104.25,4174.58,11266.89,2825.74,2895.59,581.89,7.28,4.76,1.5,10.08,5.71,53.25,256.96,31.65,24.14,48.27,32.9,3733.32,4746.67,3706.52,2123.88,1588.92,437.49,1376.04,641.25,1241.5,38470.09,79.43,2861.11,64735.14,16545.93,225.47,1560.52,90019.02,660.68,379345.3,1979.79,1793.81,508.96,689.43,2192.53,11530.82,344.8,1982.53,10388.55,2647.3,11.06,0.17,54.72,8.09,28.59,4.76,2.71,8.73,8.68,11.05,55.46,304.84,140.83,779.08,2235.06,8.21,12.27,12.85,12.2,14.4,12.14,7.56,10.34,10.94,13.4,11.51,12.91,1.2,17.02,0.23,0.14,19.72,486.52,606.7,837.71,37.25,50.27,36.31,3355.28,1001.18,45.82,2129.95,20.71,225.75,2.52,2.29,0.72,43.9,114.02,131.3,68.59,91.46,60.1,4.8,1.43,582472.75,534.35,3314.28,278.33,1993.66,10420.67,1628.78,346.66,701.31,499.27,10181.78,1183.47,6213.62,6865.75,8407.04,3668.04,1299.48,2435.15,129.73,4414.0,1644.39,20909.51,5935.34,2336.39,6074.47,1973.14,1564.67,7240.39,12210.63,3825.19,1379.87,3636.5,634.1,4937.16,1385.69,10062.51,4374.3,653.75,9361.73,4025.75,1710.32,2313.43,4878.45,463.86,5572.91,2428.15,6029.5,3945.21,1597.38,150.98,6024.9,1719.92,1460.13,5478.46,8098.32,46420.09,817.11,4555.04,9755.13,6209.46,5743.39,1828.06,2462.01,3580.65
2979.14,1659.9,49.75,142.8,7262.85,2998.08,97.6,32.33,137.09,3537.14,417.18,77.93,523.86,189.81,13.65,925.25,63.68,563.78,720.74,1354.42,6988.6,2441.23,4587.32,1000.68,1017.67,3109.92,3550.45,10522.16,2495.32,2868.91,545.63,6.61,4.97,1.46,10.12,5.42,46.06,267.9,29.28,21.8,43.27,28.66,3578.74,4653.43,3464.67,1965.97,1516.74,407.17,1259.54,563.43,898.8,35239.62,66.06,2681.22,60563.92,14993.0,210.18,1487.18,83457.15,649.81,377558.9,1913.11,1708.65,474.56,670.41,2200.12,10729.76,311.83,1906.7,10473.01,2505.38,9.17,0.16,51.25,7.16,24.75,4.39,2.29,7.57,7.41,10.5,44.44,266.48,131.32,715.25,1889.66,8.56,12.18,12.34,11.83,13.93,12.29,7.28,10.12,10.73,12.25,11.18,12.52,0.97,15.57,0.22,0.15,17.77,446.48,543.61,828.78,34.43,50.69,35.64,3097.97,893.18,40.1,1898.61,16.45,206.87,2.63,2.25,0.81,46.7,98.25,132.69,65.29,90.96,54.3,4.86,1.4,565093.06,516.79,3039.88,273.7,1906.28,8857.3,1516.35,314.2,559.98,452.62,8834.92,1053.75,5478.31,6453.55,7878.89,3455.28,1143.1,2150.75,110.54,4006.95,1488.98,20690.03,5493.45,2223.22,5413.02,1807.15,1426.63,7049.36,10788.55,3486.12,1190.17,3436.94,615.4,4529.21,1260.72,9306.05,4109.41,620.67,8250.36,3641.78,1684.9,2147.05,4504.41,417.91,4755.38,2250.6,5844.87,3731.98,1531.82,137.6,5887.29,1589.85,1356.81,5157.15,7923.95,45876.21,771.61,4313.77,8178.37,5779.98,5442.69,1627.37,2301.3,2965.26
3141.93,1635.77,46.7,141.82,7562.04,3103.58,94.45,33.66,147.04,3608.26,471.66,92.54,464.0,202.49,14.81,1006.85,63.35,579.99,837.71,1599.26,7723.48,2662.8,4690.06,1096.54,1171.14,3268.19,3980.81,12276.95,2643.96,3096.34,605.9,6.62,4.86,1.42,10.25,5.81,48.3,267.35,30.6,23.87,44.51,30.27,3893.13,4898.75,3468.87,2063.9,1493.67,423.68,1248.31,560.25,897.36,35669.99,73.41,2853.23,64505.89,15882.87,223.47,1455.18,83554.81,611.9,448549.41,1961.88,1731.8,495.83,693.0,2273.2,10818.46,308.98,1959.72,10764.28,2590.16,9.55,0.16,55.0,8.4,27.71,4.93,2.37,8.47,8.07,12.43,49.31,265.13,131.96,724.21,2026.78,7.7,11.83,12.32,11.15,13.23,11.88,7.5,9.82,9.88,11.64,10.6,12.08,1.24,15.21,0.22,0.14,17.72,480.69,538.01,828.12,33.72,48.63,36.84,3151.14,975.16,41.08,1902.04,18.38,198.14,2.62,2.68,1.02,47.42,100.46,138.36,67.81,93.19,54.73,5.0,1.46,581042.66,512.89,3258.25,272.98,1853.39,9058.51,1549.93,294.6,596.5,417.62,8853.83,1057.06,5544.67,5972.84,7985.93,3490.47,1139.69,2165.62,137.84,4112.5,1576.19,20128.01,5664.18,2217.75,5935.0,1849.67,1471.01,7105.94,11208.13,3478.61,1284.36,3489.8,726.1,4750.75,1234.72,9266.54,4348.82,602.29,8827.94,3614.8,1533.87,2230.4,4528.4,442.93,4538.62,2275.35,5483.06,3420.13,1521.92,140.01,5871.38,1658.89,1423.07,5116.41,7945.38,43093.52,761.33,4364.45,7623.91,5288.59,5492.51,1568.99,2323.9,3120.84
3195.35,1851.66,52.14,104.97,7997.23,2816.55,95.09,32.73,155.23,3904.1,472.93,82.14,478.57,186.34,13.07,1030.78,67.85,591.75,887.9,1778.52,8429.93,2750.02,4712.45,1162.54,1141.45,3519.71,4433.67,13189.84,2925.59,3205.93,661.42,6.95,5.23,1.42,10.38,5.43,47.26,282.39,30.34,22.24,42.84,32.68,4142.73,5302.47,3545.47,2073.3,1543.88,471.46,1231.94,595.08,909.27,35653.66,72.23,2895.06,63495.75,15629.26,199.71,1492.27,80934.45,672.4,398538.5,2140.29,1820.89,518.99,729.22,2366.94,10682.81,310.11,1950.35,10831.34,2628.19,9.29,0.16,59.9,8.49,29.09,4.86,2.36,8.6,9.58,13.31,49.13,266.91,131.14,738.11,2160.24,8.08,11.92,12.51,11.45,13.5,11.83,8.25,9.91,10.01,12.23,10.98,12.32,1.32,15.07,0.26,0.14,19.69,453.22,514.26,823.88,34.46,50.53,38.68,3228.35,1058.76,49.8,1940.28,19.9,193.43,2.64,2.5,1.1,48.08,106.69,143.97,70.51,94.81,60.71,5.3,1.7,606906.49,514.84,3222.62,269.89,1881.29,9508.11,1526.02,305.77,600.74,446.21,9521.29,1027.47,5492.43,5742.85,8124.46,3494.87,1185.32,2201.26,127.57,4202.84,1611.78,19751.18,5508.97,2174.98,5840.33,1776.15,1558.89,7256.14,10848.88,3628.99,1250.26,3418.52,717.8,5069.27,1281.03,9294.36,4747.12,622.95,8616.93,3544.02,1486.13,2232.9,4581.4,432.33,4406.25,2316.87,5530.89,3607.34,1516.78,140.95,6134.89,1761.27,1470.61,5253.05,7904.18,45458.79,748.86,4569.13,7194.8,5673.52,5653.16,1696.41,2344.45,3346.99
4191.95,2328.11,67.69,156.63,8029.94,2905.05,100.05,32.31,195.08,4187.56,594.2,97.49,525.28,208.41,13.38,1391.62,84.36,652.37,935.38,2211.17,10551.47,2609.15,4772.41,1288.59,1139.82,3722.06,5025.63,13436.5,3711.96,3013.88,770.19,6.72,4.81,1.42,10.78,6.03,52.35,365.22,31.92,26.11,45.76,37.99,4642.0,5748.07,3709.35,2303.31,1634.79,490.97,1158.21,711.21,1169.44,39297.14,106.44,3480.14,66948.08,17004.63,265.02,1628.74,91507.24,728.93,401234.42,2342.58,1902.03,556.79,764.26,2477.33,11952.66,346.07,1916.94,11120.62,2551.7,10.36,0.2,64.76,8.24,31.2,4.66,2.33,9.86,10.3,12.44,54.21,301.05,141.71,806.84,2629.74,8.45,12.49,13.15,12.38,14.74,12.16,8.65,10.29,9.99,12.97,12.24,13.59,1.39,15.35,0.3,0.13,21.43,441.96,542.16,783.7,37.18,49.63,37.51,4063.48,1244.98,55.29,2325.09,23.26,191.34,2.68,2.5,1.2,46.49,112.27,154.47,91.07,111.77,77.5,5.68,1.83,687492.54,554.19,3442.34,267.36,1892.95,10495.16,1533.02,304.93,671.89,510.23,10572.3,1021.87,5744.94,6386.43,8243.71,3414.76,1292.78,2153.64,170.19,4340.64,1858.11,19864.23,5535.5,2202.23,6024.31,1701.8,1573.93,7840.56,12119.77,3711.21,1606.61,3462.08,839.4,6416.22,1563.66,10276.6,5011.78,755.79,9089.36,3563.64,1479.01,2290.66,5604.01,515.96,4722.65,2328.73,5668.22,4118.61,1581.38,145.98,6573.97,1997.31,1743.48,5629.1,7965.98,54565.75,986.7,5012.91,7498.66,6864.3,6007.75,1745.46,2466.37,3834.22
3790.65,2422.52,61.46,132.92,7466.28,2540.43,107.53,32.78,210.92,3399.01,630.36,116.34,610.84,240.07,18.6,1374.18,81.81,625.59,923.75,2090.67,9323.19,2614.99,4804.06,1240.59,1134.05,3431.17,4761.74,12715.19,3481.58,3149.63,704.03,6.84,4.95,1.43,10.76,6.17,52.94,390.91,29.79,23.58,43.65,38.14,4836.33,5698.92,3913.12,2683.28,1813.38,515.87,1194.79,770.83,1104.13,35832.9,105.0,3264.97,69459.21,18142.43,253.79,1745.6,84710.63,782.17,447920.54,2324.29,1890.7,544.91,785.09,2813.59,10702.08,309.54,1925.25,12165.01,2452.06,10.33,0.21,63.95,8.62,30.26,4.85,2.22,9.21,9.41,13.51,58.41,298.27,139.24,762.91,2807.29,9.01,12.96,13.94,12.71,15.14,13.21,8.55,11.07,10.18,13.66,12.61,14.26,1.44,15.52,0.3,0.14,22.72,443.38,531.24,814.69,39.18,54.78,38.08,3953.89,1239.35,60.06,2215.01,25.44,203.9,2.82,2.26,1.15,49.52,102.36,163.98,95.22,116.66,70.03,5.54,1.59,635320.81,562.65,3841.59,266.89,1870.41,9298.77,1558.41,296.71,591.3,448.18,10974.41,1049.35,5508.5,6053.42,8145.39,3503.77,1111.21,2161.09,137.3,4396.61,1481.39,19689.87,5603.71,2315.1,6172.48,1777.81,1567.2,7854.34,11527.71,3818.99,1375.17,3569.35,704.2,5391.77,1397.09,10006.91,4130.82,604.87,8945.7,3575.57,1479.01,2425.65,5250.14,478.88,5112.02,2374.91,5982.39,3016.15,1523.48,115.71,6552.25,1600.12,1533.73,5604.5,7875.7,40589.12,882.49,5277.27,7840.94,5921.32,5949.28,1579.26,2357.15,3205.51
4172.02,2346.26,66.65,150.68,7619.16,2727.93,138.77,33.04,244.9,3689.18,561.85,106.55,635.63,242.77,13.66,1303.32,90.41,597.15,938.94,2029.28,9516.86,2425.33,4398.2,1238.1,1063.55,3848.27,5107.01,13240.37,3583.61,2841.31,762.12,6.96,5.04,1.46,10.51,6.05,52.63,398.84,26.06,23.29,44.48,37.99,4898.9,5650.96,3713.96,2580.32,1852.5,496.59,1212.78,845.58,1009.44,37527.17,118.97,3672.6,88971.64,20432.77,244.53,1703.37,88031.4,750.71,407671.17,2228.31,1890.5,734.85,741.97,2705.03,11073.31,317.03,1961.76,12261.2,2496.12,10.22,0.22,71.44,8.38,29.71,4.78,2.16,10.71,10.81,14.1,66.26,299.35,141.54,758.88,3052.63,8.57,12.46,13.12,11.74,14.62,12.55,8.16,10.25,10.13,13.12,11.72,13.1,1.63,16.57,0.29,0.14,26.66,423.35,562.9,805.94,37.51,53.16,38.41,4015.83,1271.22,65.08,2622.97,30.16,206.48,2.99,2.41,1.12,43.33,100.44,184.06,98.79,119.82,76.01,5.53,1.64,582586.4,554.84,3652.41,265.79,1743.33,9102.84,1554.27,272.9,684.95,474.62,11297.92,965.21,5653.82,6270.89,7724.53,3283.13,1161.56,1986.41,191.49,4512.71,1582.49,19771.11,5235.08,2201.12,5974.89,1739.6,1560.01,7275.34,11817.01,3656.01,1476.69,3622.76,758.0,5723.79,1441.57,9549.94,4390.82,637.06,9119.41,3454.61,1456.67,2446.74,5335.02,497.64,5389.43,2448.19,5580.59,3504.08,1451.11,121.99,6098.8,1827.63,1631.21,5478.04,7584.09,40715.59,932.82,5630.4,7416.05,6580.72,5821.18,1571.94,2332.44,3542.47
