ISIN,NAME,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
AN8068571086,Schlumberger Limited,,,,,,,15.175817928614975,14.146676794045803,73.25607752970724,70.74388462265891,17.397131408182727,12.023171931360041,8.645017703591755,13.048945407957227,9.49940352582418,15.376698229725681,16.349541930938184,25.183,18.42969776609795,19.564223678193635,17.907,17.279,11.087
ARALUA010258,Aluar Aluminio Argentino S.A.I.C.,,,,,,,439.14551019280395,368.1843386387361,358.66335865820133,348.0834608516312,358.7894831734822,350.9036318768621,345.0364459673754,280.12085402309,415.7515144806159,464.62655968563064,454.89814177161503,482.82316192422485,547.6069178581571,533.665,495.299,474.946,474.87
ARP125991090,Banco BBVA Argentina S.A.,,,,,,,1.2086098102024854,1.1365003935292235,1.068692780759369,1.0371683442684887,9.627350500807244,1.0061646966840287,0.9601072294276889,0.9432739680579827,0.9291248585371137,1.0894423738629626,1.0362335799768754,1.0567285002907731,1.1438130575488668,1.1270045181116508,1.023405726338099,0.993,2.857
ARSIDE010029,Ternium Argentina S.A.,,,,,,,161.43718984294145,151.80534547865926,142.74810437146834,138.53730246128563,137.4163501961781,134.3960637901848,128.24404667120086,125.99558382493362,124.10565006755965,145.5196820720121,138.41244358158184,141.15000396037232,152.78211721692605,150.537,136.699,132.654,140.158
AT00000VIE62,Flughafen Wien Aktiengesellschaft,,,,,,,34.25542127125175,31.28362605301827,29.41704035433243,26.268280758843837,23.772080895923786,22.967979084163268,22.488089232388447,22.313080528386745,21.96286739826536,25.743350283905226,22.2209923917635,18.72241936714054,15.531711058194624,10.247740858648728,9.78890068923283,15.846,12.898
AT0000652011,Erste Group Bank AG,,,,,,,1.2086098102024858,1.1365003935292244,1.068692780759369,1.9802030014987009,5.612213164847302,5.638749434510414,4.133997497993618,9.060535315479505,8.15846059356803,7.040361637842804,8.71946650838827,6.622,5.952,3.927,4.124,4.875,2.552
AT0000743059,OMV Aktiengesellschaft,,,,,,,39.94264316629804,37.299263348677776,35.42255569700043,36.57778575579973,31.69978371444564,31.042851929207536,32.04213947662826,10.64225627556681,12.431067510818412,7.008727754660844,14.561969996699762,11.969757451700117,10.136274505986313,10.571,9.38,15.606,24.025
AT0000746409,VERBUND AG,,,,,,,0.5029013112157028,0.4728966372816807,0.4446819595162748,0.4320808565587776,0.4280727379129551,0.4181276345403076,157.19994578199328,258.34690741610285,233.32362984104233,271.1948525915467,330.6257085658639,293.6745941034785,129.10288506585852,122.28185649854629,89.901,109.892,25.804
AT0000831706,Wienerberger AG,,,,,,,98.88788192863278,92.65268781958392,86.62494387806852,80.24185859196407,98.42027103429187,144.185619160648,130.41640188400305,105.4857014616088,96.197145669723,108.19567097665582,117.59148493112579,122.2,132.446,132.715,109.969,106.637,39.167
AT0000908504,Vienna Insurance Group AG,,,,,,,2.3317945262796775,2.1926724194813567,2.061849867023101,2.001029158718903,1.9848381498747267,1.9412132117062284,1.8523536448533617,1.8198768999621797,1.7925787464627483,2.101882461693423,1.999225695941865,2.039,2.929,2.4198430550211136,2.288719683908362,1.293,1.123
AT0000937503,VOESTALPINE AG,,,,,,,113.25179858082693,106.89347285476315,99.18964971940781,106.22618824555074,85.2443711617006,86.53956497802491,83.48943275354867,79.19917390737578,44.729893542141596,51.441161015818196,68.39351742926439,73.34571901040954,72.891,62.68601744745492,69.11113290057295,63.973,63.709
AT0000938204,Mayr-Melnhof Karton AG,,,,,,,99.07657944740511,94.1918954782001,92.55139459171535,82.65774276909123,79.31129198988795,79.86562027940197,76.21679522918362,74.85935071664643,74.18317027678118,87.04344384338351,83.01239472239376,81.30394366297394,87.92170986969003,87.0941555649199,75.857,94.754,153.684
AT0000A21KS2,Immofinanz AG,,,,,,,57.024505880770036,52.04340983264113,46.30710204396855,57.95371745515177,57.48479427451769,56.221330774177915,53.64778384885161,52.70719390536636,51.91658599678585,60.87462645259374,57.90148576273629,59.046677698767205,63.91268991009256,62.973,57.185,55.493,201.667
AU000000ABC7,ADBRI Limited,,,,,,,217.42843885695433,185.42452290884117,146.22038828952142,141.5816412421379,125.52210610910132,107.5343786176717,90.34444820685043,80.59058736309467,80.98811579053422,77.62528690168882,92.3746822363781,78.47977163951722,94.66773736968051,95.30925515021829,218.6416786488887,207.364,167.311
AU000000ALL7,Aristocrat Leisure Limited,,,,,,,3.799695009305227,3.5729933986226716,3.3598160392637046,3.260707761512903,3.234324262862003,3.1632367575383054,3.018438730712164,2.9655173730738094,2.9210346124777002,3.425049769262049,3.463064769470596,3.615909637326862,3.9736323929584643,31.684,27.372,20.687,23.731
AU000000AMP6,AMP Limited,,,,,,,1.2299676298738567,1.2298554897196932,1.2055341327438198,0.604000957681653,1.994362765130361,1.6199604000477212,1.6475640198466905,1.2590924692177625,1.0679258809565972,1.1512292852381076,1.487617766977658,1.065,0.7030410032054206,1.281,0.498,2.717,3.189
AU000000ANN9,Ansell Limited,,,,,,,17.479088545456793,16.436231811736803,15.455588383515288,14.999677439603273,14.878309979306595,14.551298261959095,79.90049681693888,70.06053941038365,69.00962836577786,80.91712492721169,77.03475924264733,78.81184805226691,81.12913786828543,61.862666129682346,62.361,59.198,15.175
AU000000ANZ3,ANZ Group Holdings Limited,,,,,,,1.2086098102024856,1.1365003935292228,20.274744074430494,17.59815341401033,15.27150738009492,12.954417712377534,11.8809304710075,11.175527066698228,11.151376290910129,10.152477142734531,10.13922963257334,9.159,8.357,9.492,11.085,12.126,7.769
